day,sum_total_reward,sum_reward
2018-11-10,5194.53769282,8792541.32212735
2018-11-11,6378.84538353,8798920.16751088
2018-11-12,5327.43030501,8804247.59781589
2018-11-13,5737.83396023,8809985.43177612
2018-11-14,5475.95734212,8815461.38911824
2018-11-15,5624.48437927,8821085.87349751
2018-11-16,6257.67859012,8827343.55208763
2018-11-17,4971.74713719,8832315.29922482
2018-11-18,6015.34500329,8838330.64422811
2018-11-19,4979.56434972,8843310.20857783
2018-11-20,6007.52779081,8849317.73636864
2018-11-21,5374.33357991,8854692.06994855
2018-11-22,5343.06472996,8860035.13467851
2018-11-23,5452.50570476,8865487.64038327
2018-11-24,5508.67740823,8870996.31779150
2018-11-25,5831.95010507,8876828.26789657
2018-11-26,5692.63344701,8882520.90134358
2018-11-27,4543.27101750,8887064.17236108
2018-11-28,5475.91864545,8892540.09100653
2018-11-29,6288.59915117,8898828.69015770
2018-11-30,5851.29964096,8904679.98979866
2018-12-01,5313.38254437,8909993.37234303
2018-12-02,5735.20242588,8915728.57476891
2018-12-03,5077.31820698,8920805.89297589
2018-12-04,5282.42328697,8926088.31626286
2018-12-05,5762.29177607,8931850.60803893
2018-12-06,5739.07233302,8937589.68037195
2018-12-07,5592.01586051,8943181.69623246
2018-12-08,6083.49407111,8949265.19030357
2018-12-09,4678.71776848,8953943.90807205
2018-12-10,5379.17096617,8959323.07903822
2018-12-11,5684.89363265,8965007.97267087
2018-12-12,5549.44688170,8970557.41955257
2018-12-13,4949.61127035,8975507.03082292
2018-12-14,5828.08019794,8981335.11102086
2018-12-15,5620.35047753,8986955.46149839
2018-12-16,5176.47978134,8992131.94127973
2018-12-17,5490.67026402,8997622.61154375
2018-12-18,5915.97689296,9003538.58843671
2018-12-19,5471.51230776,9009010.10074447
2018-12-20,5429.36480402,9014439.46554849
2018-12-21,5004.05817496,9019443.52372345
2018-12-22,5352.73297890,9024796.25670235
2018-12-23,5915.97689292,9030712.23359527
2018-12-24,5272.26956268,9035984.50315795
2018-12-25,5134.33227760,9041118.83543555
2018-12-26,5716.73414788,9046835.56958343
2018-12-27,5724.39733044,9052559.96691387
2018-12-28,5528.98617654,9058088.95309041
2018-12-29,4502.11972106,9062591.07281147
2018-12-30,6582.67377080,9069173.74658227
2018-12-31,5670.75505284,9074844.50163511
2019-01-01,5950.46121430,9080794.96284941
2019-01-02,4490.62494728,9085285.58779669
2019-01-03,5969.61917056,9091255.20696725
2019-01-04,5414.03843902,9096669.24540627
2019-01-05,5544.31254158,9102213.55794785
2019-01-06,5846.98928350,9108060.54723135
2019-01-07,4920.37015367,9112980.91738502
2019-01-08,5637.37089306,9118618.28827808
2019-01-09,5967.41885247,9124585.70713055
2019-01-10,4503.06813599,9129088.77526654
2019-01-11,5341.46582602,9134430.24109256
2019-01-12,5534.94221601,9139965.18330857
2019-01-13,5754.97418897,9145720.15749754
2019-01-14,5413.54526541,9151133.70276295
2019-01-15,5409.75161072,9156543.45437367
2019-01-16,5223.86253013,9161767.31690380
2019-01-17,6009.14905418,9167776.46595798
2019-01-18,4423.40138714,9172199.86734512
2019-01-19,6024.32367300,9178224.19101812
2019-01-20,5975.00616181,9184199.19717993
2019-01-21,5011.41786653,9189210.61504646
2019-01-22,5538.73587070,9194749.35091716
2019-01-23,5147.98943589,9199897.34035305
2019-01-24,5390.78333709,9205288.12369014
2019-01-25,5842.22824714,9211130.35193728
2019-01-26,4563.76661127,9215694.11854855
2019-01-27,5471.06984251,9221165.18839106
2019-01-28,5269.79955920,9226434.98795026
2019-01-29,5202.18987129,9231637.17782155
2019-01-30,5799.40878064,9237436.58660219
2019-01-31,5172.14112116,9242608.72772335
2019-02-01,4965.55596383,9247574.28368718
2019-02-02,5840.72581224,9253415.00949942
2019-02-03,5690.48206143,9259105.49156085
2019-02-04,5183.40940253,9264288.90096338
2019-02-05,4901.70236976,9269190.60333314
2019-02-06,5435.06768502,9274625.67101816
2019-02-07,5619.11627973,9280244.78729789
2019-02-08,5453.84815387,9285698.63545176
2019-02-09,5322.38487191,9291021.02032367
2019-02-10,5626.62846730,9296647.64879097
2019-02-11,5731.79909283,9302379.44788380
2019-02-12,4717.65377498,9307097.10165878
2019-02-13,5134.58018341,9312231.68184219
2019-02-14,5874.53065608,9318106.21249827
2019-02-15,5040.67783924,9323146.89033751
2019-02-16,5773.11612435,9328920.00646186
2019-02-17,4822.47110183,9333742.47756369
2019-02-18,5169.27755509,9338911.75511878
2019-02-19,5280.84469652,9344192.59981530
2019-02-20,5860.99383226,9350053.59364756
2019-02-21,4291.61604210,9354345.20968966
2019-02-22,6310.98130276,9360656.19099242
2019-02-23,4934.98655797,9365591.17755039
2019-02-24,5087.46165140,9370678.63920179
2019-02-25,5039.11589007,9375717.75509186
2019-02-26,4726.72789392,9380444.48298578
2019-02-27,5061.42931831,9385505.91230409
2019-02-28,5883.30726058,9391389.21956467
2019-03-01,5637.85954924,9397027.07911391
2019-03-02,5195.30988809,9402222.38900200
2019-03-03,5061.42931832,9407283.81832032
2019-03-04,5418.44417106,9412702.26249138
2019-03-05,5437.03869463,9418139.30118601
2019-03-06,4990.77012877,9423130.07131478
2019-03-07,5213.90441171,9428343.97572649
2019-03-08,5559.76255018,9433903.73827667
2019-03-09,5403.56855217,9439307.30682884
2019-03-10,4789.94927398,9444097.25610282
2019-03-11,4653.58329861,9448750.83940143
2019-03-12,5979.70421782,9454730.54361925
2019-03-13,5014.99824181,9459745.54186106
2019-03-14,5872.92378534,9465618.46564640
2019-03-15,4771.98070585,9470390.44635225
2019-03-16,4819.84779625,9475210.29414850
2019-03-17,5563.62873960,9480773.92288810
2019-03-18,5232.24119059,9486006.16407869
2019-03-19,5184.37410018,9491190.53817887
2019-03-20,5460.53039105,9496651.06856992
2019-03-21,5946.56546290,9502597.63403282
2019-03-22,4845.62238341,9507443.25641623
2019-03-23,5206.46660342,9512649.72301965
2019-03-24,4893.48947380,9517543.21249345
2019-03-25,5858.19544985,9523401.40794330
2019-03-26,5125.46075811,9528526.86870141
2019-03-27,4930.31031260,9533457.17901401
2019-03-28,5681.45542371,9539138.63443772
2019-03-29,4591.55859583,9543730.19303355
2019-03-30,5298.51870040,9549028.71173395
2019-03-31,5243.28744221,9554271.99917616
2019-04-01,4796.57046569,9559068.56964185
2019-04-02,5424.69387470,9564493.26351655
2019-04-03,5472.08703351,9569965.35055006
2019-04-04,4746.60714037,9574711.95769043
2019-04-05,4484.12195283,9579196.07964326
2019-04-06,6536.61029386,9585732.68993712
2019-04-07,4465.89381485,9590198.58375197
2019-04-08,4600.78203615,9594799.36578812
2019-04-09,5854.87793193,9600654.24372005
2019-04-10,5636.14027573,9606290.38399578
2019-04-11,4925.24289292,9611215.62688870
2019-04-12,4903.36912731,9616118.99601601
2019-04-13,5384.59197104,9621503.58798705
2019-04-14,5173.14557003,9626676.73355708
2019-04-15,4910.66038247,9631587.39393955
2019-04-16,5490.31517156,9637077.70911111
2019-04-17,3864.36526018,9640942.07437129
2019-04-18,5311.67941894,9646253.75379023
2019-04-19,5953.30987722,9652207.06366745
2019-04-20,5574.16460643,9657781.22827388
2019-04-21,4761.18965074,9662542.41792462
2019-04-22,4945.97965449,9667488.39757911
2019-04-23,5020.85939864,9672509.25697775
2019-04-24,5204.94554480,9677714.20252255
2019-04-25,5324.06011000,9683038.26263255
2019-04-26,5111.09770557,9688149.36033812
2019-04-27,4786.23980057,9692935.60013869
2019-04-28,5255.47899673,9698191.07913542
2019-04-29,5067.78331827,9703258.86245369
2019-04-30,5616.43222452,9708875.29467821
2019-05-01,4501.08675063,9713376.38142884
2019-05-02,5028.07846322,9718404.45989206
2019-05-03,5381.81262644,9723786.27251850
2019-05-04,5100.26910877,9728886.54162727
2019-05-05,5111.09770559,9733997.63933286
2019-05-06,5251.86946444,9739249.50879730
2019-05-07,4573.27739618,9743822.78619348
2019-05-08,5222.99320621,9749045.77939969
2019-05-09,5847.44229030,9754893.22168999
2019-05-10,4483.03908912,9759376.26077911
2019-05-11,4483.03908914,9763859.29986825
2019-05-12,5230.21227072,9769089.51213897
2019-05-13,5035.29752771,9774124.80966668
2019-05-14,4611.49913042,9778736.30879710
2019-05-15,4828.19615029,9783564.50494739
2019-05-16,5296.36320860,9788860.86815599
2019-05-17,5196.29696704,9794057.16512303
2019-05-18,4731.70370326,9798788.86882629
2019-05-19,4910.39342006,9803699.26224635
2019-05-20,4921.11480319,9808620.37704954
2019-05-21,5389.28186136,9814009.65891090
2019-05-22,5103.37831424,9819113.03722514
2019-05-23,4846.06512208,9823959.10234722
2019-05-24,4878.22927109,9828837.33161831
2019-05-25,5310.65838608,9834147.99000439
2019-05-26,5353.54391800,9839501.53392239
2019-05-27,4574.45675234,9844075.99067473
2019-05-28,4867.50788802,9848943.49856275
2019-05-29,5396.42945012,9854339.92801287
2019-05-30,4663.80161079,9859003.72962366
2019-05-31,5081.93554838,9864085.66517204
2019-06-01,5292.78941427,9869378.45458631
2019-06-02,5106.95210875,9874485.40669506
2019-06-03,4863.93409373,9879349.34078879
2019-06-04,4641.93069419,9883991.27148298
2019-06-05,4865.31406878,9888856.58555176
2019-06-06,5219.15509199,9894075.74064375
2019-06-07,4844.08360745,9898919.82425120
2019-06-08,4791.00745397,9903710.83170517
2019-06-09,5127.15642600,9908837.98813117
2019-06-10,5268.69283525,9914106.68096642
2019-06-11,4426.55120007,9918533.23216649
2019-06-12,5406.69083432,9923939.92300081
2019-06-13,4670.70150608,9928610.62450689
2019-06-14,4911.31340187,9933521.93790876
2019-06-15,5491.61267993,9939013.55058869
2019-06-16,4670.70150606,9943684.25209475
2019-06-17,5201.46304088,9948885.71513563
2019-06-18,4858.23724843,9953743.95238406
2019-06-19,5247.46237390,9958991.41475796
2019-06-20,4656.54786516,9963647.96262312
2019-06-21,4610.54853215,9968258.51115527
2019-06-22,5183.77098968,9973442.28214495
2019-06-23,5473.92062870,9978916.20277365
2019-06-24,4918.39022229,9983834.59299594
2019-06-25,4709.39629937,9988543.98929531
2019-06-26,4599.93330221,9993143.92259752
2019-06-27,5721.01377184,9998864.93636936
2019-06-28,4424.76447886,10003289.70084822
2019-06-29,5325.13223097,10008614.83307919
2019-06-30,4813.63926673,10013428.47234592
2019-07-01,5227.03769011,10018655.51003603
2019-07-02,4603.43667877,10023258.94671480
2019-07-03,4869.69329031,10028128.64000511
2019-07-04,5325.13223104,10033453.77223615
2019-07-05,3965.82216169,10037419.59439784
2019-07-06,5398.70313696,10042818.29753480
2019-07-07,5447.75040751,10048266.04794231
2019-07-08,4953.77432560,10053219.82226791
2019-07-09,4754.08186689,10057973.90413480
2019-07-10,4708.53797280,10062682.44210760
2019-07-11,5601.89897212,10068284.34107972
2019-07-12,4691.02109045,10072975.36217017
2019-07-13,5188.50054902,10078163.86271919
2019-07-14,4922.24393741,10083086.10665660
2019-07-15,4743.57173745,10087829.67839405
2019-07-16,4974.79458439,10092804.47297844
2019-07-17,5035.37524491,10097839.84822335
2019-07-18,5168.34745918,10103008.19568253
2019-07-19,4859.63408742,10107867.82976995
2019-07-20,4665.38747152,10112533.21724147
2019-07-21,5196.09697565,10117729.31421712
2019-07-22,4991.44429112,10122720.75850824
2019-07-23,5265.47076707,10127986.22927531
2019-07-24,4707.01174641,10132693.24102172
2019-07-25,4547.45202621,10137240.69304793
2019-07-26,4568.26416359,10141808.95721152
2019-07-27,5650.49530942,10147459.45252094
2019-07-28,4852.69670832,10152312.14922926
2019-07-29,4710.48043594,10157022.62966520
2019-07-30,4748.63602120,10161771.26568640
2019-07-31,5046.94332424,10166818.20901064
2019-08-01,4537.04595744,10171355.25496808
2019-08-02,5456.24869348,10176811.50366156
2019-08-03,4994.91298069,10181806.41664225
2019-08-04,4512.76513046,10186319.18177271
2019-08-05,5438.90524560,10191758.08701831
2019-08-06,4720.88650467,10196478.97352298
2019-08-07,4428.16001219,10200907.13353517
2019-08-08,5120.61004399,10206027.74357916
2019-08-09,4650.10462744,10210677.84820660
2019-08-10,4942.02404637,10215619.87225297
2019-08-11,4784.04412559,10220403.91637856
2019-08-12,4893.94320095,10225297.85957951
2019-08-13,4966.06446922,10230263.92404873
2019-08-14,5014.14531472,10235278.06936345
2019-08-15,5158.38785112,10240436.45721457
2019-08-16,5165.25654336,10245601.71375793
2019-08-17,4622.62985860,10250224.34361653
2019-08-18,4900.81189323,10255125.15550976
2019-08-19,4656.97331970,10259782.12882946
2019-08-20,5151.51915894,10264933.64798840
2019-08-21,4437.17516890,10269370.82315730
2019-08-22,4900.81189321,10274271.63505051
2019-08-23,5433.13553964,10279704.77059015
2019-08-24,4924.85231590,10284629.62290605
2019-08-25,5034.75139130,10289664.37429735
2019-08-26,4361.61955456,10294025.99385191
2019-08-27,4595.15508980,10298621.14894171
2019-08-28,5404.92969672,10304026.07863843
2019-08-29,4872.69105755,10308898.76969598
2019-08-30,4556.45918850,10313455.22888448
2019-08-31,5222.92635338,10318678.15523786
2019-09-01,4818.28557470,10323496.44081256
2019-09-02,4811.48488934,10328307.92570190
2019-09-03,4587.06227258,10332894.98797448
2019-09-04,5209.32498265,10338104.31295713
2019-09-05,4230.02629141,10342334.33924854
2019-09-06,5124.31641573,10347458.65566427
2019-09-07,4893.09311362,10352351.74877789
2019-09-08,4729.87666507,10357081.62544296
2019-09-09,4825.08626004,10361906.71170300
2019-09-10,5137.91778641,10367044.62948941
2019-09-11,4597.26330063,10371641.89279004
2019-09-12,4627.86638473,10376269.75917477
2019-09-13,4733.27700773,10381003.03618250
2019-09-14,5277.33183623,10386280.36801873
2019-09-15,4828.48660273,10391108.85462146
2019-09-16,4777.48146255,10395886.33608401
2019-09-17,5039.30784876,10400925.64393277
2019-09-18,4532.65678976,10405458.30072253
2019-09-19,5037.94434144,10410496.24506397
2019-09-20,4198.24486716,10414694.48993113
2019-09-21,5410.24819684,10420104.73812797
2019-09-22,4827.81326335,10424932.55139132
2019-09-23,4235.27830201,10429167.82969333
2019-09-24,5117.34739216,10434285.17708549
2019-09-25,4625.81270844,10438910.98979393
2019-09-26,4676.31284717,10443587.30264110
2019-09-27,4565.21254198,10448152.51518308
2019-09-28,4942.28024453,10453094.79542761
2019-09-29,5292.41453977,10458387.20996738
2019-09-30,4013.07769178,10462400.28765916
2019-10-01,5447.28163189,10467847.56929105
2019-10-02,4319.44520004,10472167.01449109
2019-10-03,5211.61431775,10477378.62880884
2019-10-04,4780.67980052,10482159.30860936
2019-10-05,4773.94644876,10486933.25505812
2019-10-06,4319.44520002,10491252.70025814
2019-10-07,5252.01442883,10496504.71468697
2019-10-08,4575.31256958,10501080.02725655
2019-10-09,4423.81215343,10505503.83940998
2019-10-10,4727.89631929,10510231.73572927
2019-10-11,4760.01306992,10514991.74879919
2019-10-12,4926.68019426,10519918.42899345
2019-10-13,4883.34674189,10524801.77573534
2019-10-14,4610.01265811,10529411.78839345
2019-10-15,4706.67959014,10534118.46798359
2019-10-16,4960.01361906,10539078.48160265
2019-10-17,3906.67739352,10542985.15899617
2019-10-18,4233.34495668,10547218.50395285
2019-10-19,5180.01422286,10552398.51817571
2019-10-20,4530.01243841,10556928.53061412
2019-10-21,4396.67873899,10561325.20935311
2019-10-22,4886.68008444,10566211.88943755
2019-10-23,4986.68035900,10571198.56979655
2019-10-24,4516.67906847,10575715.24886502
2019-10-25,4576.67923323,10580291.92809825
2019-10-26,4736.67967255,10585028.60777080
2019-10-27,4606.67931562,10589635.28708642
2019-10-28,5296.68121019,10594931.96829661
2019-10-29,4803.34652227,10599735.31481888
2019-10-30,4373.34534162,10604108.66016050
2019-10-31,5206.86248235,10609315.52264285
2019-11-01,4425.75473570,10613741.27737855
2019-11-02,4653.47813375,10618394.75551230
2019-11-03,4947.20831385,10623341.96382615
2019-11-04,4445.55677033,10627787.52059648
2019-11-05,4884.50187088,10632672.02246736
2019-11-06,4452.15744854,10637124.17991590
2019-11-07,4488.46117866,10641612.64109456
2019-11-08,5062.72018234,10646675.36127690
2019-11-09,4729.38593311,10651404.74721001
2019-11-10,4574.26999530,10655979.01720531
2019-11-11,4825.09576704,10660804.11297235
2019-11-12,4462.05846589,10665266.17143824
2019-11-13,4841.59746258,10670107.76890082
2019-11-14,4778.89101959,10674886.65992041
2019-11-15,4570.96965622,10679457.62957663
2019-11-16,5072.62119970,10684530.25077633
2019-11-17,4056.11675628,10688586.36753261
2019-11-18,4716.18457670,10693302.55210931
2019-11-19,5198.03408562,10698500.58619493
2019-11-20,4310.24286717,10702810.82906210
2019-11-21,5257.44018941,10708068.26925151
2019-11-22,4692.86980369,10712761.13905520
2019-11-23,4463.62694216,10717224.76599736
2019-11-24,4960.31163848,10722185.07763584
2019-11-25,4404.80901758,10726589.88665342
2019-11-26,4424.41499242,10731014.30164584
2019-11-27,4806.73150210,10735821.03314794
2019-11-28,4411.34434244,10740232.37749038
2019-11-29,4385.20304246,10744617.58053284
2019-11-30,4365.59706788,10748983.17760072
2019-12-01,4957.04397604,10753940.22157676
2019-12-02,4757.71656502,10758697.93814178
2019-12-03,4163.00199438,10762860.94013616
2019-12-04,4908.02903888,10767768.96917504
2019-12-05,4751.18124004,10772520.15041508
2019-12-06,4780.59020228,10777300.74061736
2019-12-07,4672.75734060,10781973.49795796
2019-12-08,4885.15540146,10786858.65335942
2019-12-09,4241.42589376,10791100.07925318
2019-12-10,4532.24785416,10795632.32710734
2019-12-11,4937.43800116,10800569.76510850
2019-12-12,4408.07668004,10804977.84178854
2019-12-13,4454.74601632,10809432.58780486
2019-12-14,4924.14087329,10814356.72867815
2019-12-15,4348.25580401,10818704.98448216
2019-12-16,4251.19652265,10822956.18100481
2019-12-17,4387.07951653,10827343.26052134
2019-12-18,4927.37618264,10832270.63670398
2019-12-19,4752.66947624,10837023.30618022
2019-12-20,3788.54728161,10840811.85346183
2019-12-21,4937.08211075,10845748.93557258
2019-12-22,4189.72564446,10849938.66121704
2019-12-23,5095.61227031,10855034.27348735
2019-12-24,4645.90426678,10859680.17775413
2019-12-25,4739.72823872,10864419.90599285
2019-12-26,4532.66843853,10868952.57443138
2019-12-27,4357.96173212,10873310.53616350
2019-12-28,4694.43390744,10878004.97007094
2019-12-29,4652.37488553,10882657.34495647
2019-12-30,4594.13931672,10887251.48427319
2019-12-31,4907.96432640,10892159.44859959
2020-01-01,4613.55117299,10896772.99977258
2020-01-02,4296.49085393,10901069.49062651
2020-01-03,4610.31586361,10905679.80649012
2020-01-04,4390.10661066,10910069.91310078
2020-01-05,4971.48529872,10915041.39839950
2020-01-06,4241.13823164,10919282.53663114
2020-01-07,4868.98044720,10924151.51707834
2020-01-08,4391.69223231,10928543.20931065
2020-01-09,4737.64610619,10933280.85541684
2020-01-10,4279.57755096,10937560.43296780
2020-01-11,4487.79053061,10942048.22349841
2020-01-12,4901.01321330,10946949.23671171
2020-01-13,4308.40704045,10951257.64375216
2020-01-14,4180.27597605,10955437.91972821
2020-01-15,4478.18070078,10959916.10042899
2020-01-16,4657.56419094,10964573.66461993
2020-01-17,4462.16431773,10969035.82893766
2020-01-18,4516.62002010,10973552.44895776
2020-01-19,4907.41976652,10978459.86872428
2020-01-20,4138.63338012,10982598.50210440
2020-01-21,4593.49865874,10987192.00076314
2020-01-22,5054.77049058,10992246.77125372
2020-01-23,3875.96469810,10996122.73595182
2020-01-24,4785.69525534,11000908.43120716
2020-01-25,4218.18247438,11005126.61368154
2020-01-26,4747.82681990,11009874.44050144
2020-01-27,4700.25340474,11014574.69390618
2020-01-28,4151.57335151,11018726.26725769
2020-01-29,3986.65217935,11022712.91943704
2020-01-30,4823.94428381,11027536.86372085
2020-01-31,4633.65062375,11032170.51434460
2020-02-01,4659.02311178,11036829.53745638
2020-02-02,3824.90256832,11040654.44002470
2020-02-03,4795.40023493,11045449.84025963
2020-02-04,4652.67998988,11050102.52024951
2020-02-05,4487.75881780,11054590.27906731
2020-02-06,4487.75881775,11059078.03788506
2020-02-07,3745.61354333,11062823.65142839
2020-02-08,5128.41414010,11067952.06556849
2020-02-09,4931.77735797,11072883.84292646
2020-02-10,4354.55325560,11077238.39618206
2020-02-11,4034.22559442,11081272.62177648
2020-02-12,4617.79281882,11085890.41459530
2020-02-13,4535.33223278,11090425.74682808
2020-02-14,4081.79900951,11094507.54583759
2020-02-15,4557.10923819,11099064.65507578
2020-02-16,4835.84548512,11103900.50056090
2020-02-17,4644.29576141,11108544.79632231
2020-02-18,4094.76786538,11112639.56418769
2020-02-19,4550.09097923,11117189.65516692
2020-02-20,4132.44977826,11121322.10494518
2020-02-21,4732.22022481,11126054.32516999
2020-02-22,4543.81066041,11130598.13583040
2020-02-23,4716.51942768,11135314.65525808
2020-02-24,3962.88117030,11139277.53642838
2020-02-25,4361.68141483,11143639.21784321
2020-02-26,4415.06412472,11148054.28196793
2020-02-27,5156.14174450,11153210.42371243
2020-02-28,4198.39312567,11157408.81683810
2020-02-29,4273.75695151,11161682.57378961
2020-03-01,4408.78380592,11166091.35759553
2020-03-02,4280.03727031,11170371.39486584
2020-03-03,4179.55216935,11174550.94703519
2020-03-04,4955.17154262,11179506.11857781
2020-03-05,4173.27185055,11183679.39042836
2020-03-06,4506.12874757,11188185.51917593
2020-03-07,5294.30875848,11193479.82793441
2020-03-08,4335.42532399,11197815.25325840
2020-03-09,4601.42169652,11202416.67495492
2020-03-10,4010.69864062,11206427.37359554
2020-03-11,4592.09449029,11211019.46808583
2020-03-12,4250.09693167,11215269.56501750
2020-03-13,3992.04422802,11219261.60924552
2020-03-14,4921.65577367,11224183.26501919
2020-03-15,4290.51482474,11228473.77984393
2020-03-16,4103.97070212,11232577.75054605
2020-03-17,4464.62267284,11237042.37321889
2020-03-18,4585.87635261,11241628.24957150
2020-03-19,4511.25870357,11246139.50827507
2020-03-20,3737.10059388,11249876.60886895
2020-03-21,3908.09937313,11253784.70824208
