day,sum_pos_reward
2018-02-28,6042.72066564
2018-03-01,6016.29477351
2018-03-02,6496.36514682
2018-03-03,6139.61560341
2018-03-04,6029.50771956
2018-03-05,6166.04149557
2018-03-06,6610.87734627
2018-03-07,6042.72066561
2018-03-08,6465.53493960
2018-03-09,5941.42141251
2018-03-10,6804.66722187
2018-03-11,6210.08464911
2018-03-12,7676.72166195
2018-03-13,6681.34639197
2018-03-14,5487.77693103
2018-03-15,6571.60917306
2018-03-16,6445.12683190
2018-03-17,6235.81283464
2018-03-18,6152.95937740
2018-03-19,6061.38450358
2018-03-20,6161.68079396
2018-03-21,6323.02700018
2018-03-22,6527.98028912
2018-03-23,5799.74200704
2018-03-24,6179.12362704
2018-03-25,6214.00929328
2018-03-26,6623.91587120
2018-03-27,6235.81283462
2018-03-28,5804.10271526
2018-03-29,5930.56325524
2018-03-30,6728.57286972
2018-03-31,6558.50524696
2018-04-01,5415.99967874
2018-04-02,6414.60187394
2018-04-03,6523.61958086
2018-04-04,6440.76612360
2018-04-05,6605.93334464
2018-04-06,4874.49469375
2018-04-07,6847.60724912
2018-04-08,6709.44619492
2018-04-09,6083.40391804
2018-04-10,5284.66032342
2018-04-11,7236.18521409
2018-04-12,5608.47529423
2018-04-13,6666.27086545
2018-04-14,6264.74030172
2018-04-15,6018.64092389
2018-04-16,5448.72657531
2018-04-17,7093.70662695
2018-04-18,4934.94015495
2018-04-19,6035.91105567
2018-04-20,6800.11438674
2018-04-21,6459.02928418
2018-04-22,6329.50329584
2018-04-23,5690.50842014
2018-04-24,6277.69290049
2018-04-25,6718.08126081
2018-04-26,5332.68753332
2018-04-27,7079.04410230
2018-04-28,6078.74439222
2018-04-29,6219.81230009
2018-04-30,5634.16674332
2018-05-01,6301.03321668
2018-05-02,6305.30800183
2018-05-03,6407.90284385
2018-05-04,5711.11287486
2018-05-05,6702.86301480
2018-05-06,6057.37046683
2018-05-07,6497.67333070
2018-05-08,5817.98250199
2018-05-09,6215.53751502
2018-05-10,7032.02146643
2018-05-11,6078.74439228
2018-05-12,5676.91459414
2018-05-13,6369.42977810
2018-05-14,6407.90284389
2018-05-15,6112.94267294
2018-05-16,6369.42977808
2018-05-17,6430.14442395
2018-05-18,6132.83523838
2018-05-19,6082.04571259
2018-05-20,6060.88341013
2018-05-21,5853.49284656
2018-05-22,5675.72950631
2018-05-23,7000.48963718
2018-05-24,6268.27397373
2018-05-25,6331.76088101
2018-05-26,6018.55880534
2018-05-27,6086.27817303
2018-05-28,6467.19961640
2018-05-29,6209.01952702
2018-05-30,5823.86562316
2018-05-31,6153.99754074
2018-06-01,6251.34413185
2018-06-02,6835.42367836
2018-06-03,5806.93578120
2018-06-04,6158.23000123
2018-06-05,5565.68553383
2018-06-06,6403.71270918
2018-06-07,6071.50646933
2018-06-08,6604.31458224
2018-06-09,6051.16133042
2018-06-10,5753.63192981
2018-06-11,5984.11245140
2018-06-12,6524.69403831
2018-06-13,5866.77691302
2018-06-14,5954.77856687
2018-06-15,6063.73299525
2018-06-16,6231.35519277
2018-06-17,6671.36346122
2018-06-18,4894.56816752
2018-06-19,6554.02792298
2018-06-20,6046.97077551
2018-06-21,5875.15802300
2018-06-22,6805.46121926
2018-06-23,5816.49025388
2018-06-24,5359.71976563
2018-06-25,6235.54574770
2018-06-26,6294.21351678
2018-06-27,6713.26901058
2018-06-28,5398.74171202
2018-06-29,6572.11782900
2018-06-30,5343.99480034
2018-07-01,5854.32970753
2018-07-02,6269.23613611
2018-07-03,5667.62181464
2018-07-04,6476.68935039
2018-07-05,5796.24280751
2018-07-06,5904.11847897
2018-07-07,6252.63987897
2018-07-08,5252.71538604
2018-07-09,6368.81367899
2018-07-10,5846.03157895
2018-07-11,5841.88251462
2018-07-12,6028.59040751
2018-07-13,6119.86982181
2018-07-14,6269.23613613
2018-07-15,5924.86380038
2018-07-16,5497.51017891
2018-07-17,6335.62116465
2018-07-18,5568.04427174
2018-07-19,6114.01594409
2018-07-20,6215.38046374
2018-07-21,5418.43148160
2018-07-22,5775.82612825
2018-07-23,6642.61084594
2018-07-24,5208.92427497
2018-07-25,5796.36605040
2018-07-26,6289.32418372
2018-07-27,6100.35689931
2018-07-28,5874.41775486
2018-07-29,5496.48318606
2018-07-30,5393.78357491
2018-07-31,6502.93937479
2018-08-01,5874.41775488
2018-08-02,5808.69000379
2018-08-03,6313.97209035
2018-08-04,5940.14550601
2018-08-05,5656.69457937
2018-08-06,5853.87783268
2018-08-07,6359.15991927
2018-08-08,5295.19194831
2018-08-09,6252.35232373
2018-08-10,6178.91702158
2018-08-11,5092.27379012
2018-08-12,5600.68770687
2018-08-13,6255.52483166
2018-08-14,6145.70742561
2018-08-15,5677.96662220
2018-08-16,5376.98558352
2018-08-17,6523.96737966
2018-08-18,6320.60181298
2018-08-19,5385.12020616
2018-08-20,6096.89968961
2018-08-21,5519.34148021
2018-08-22,5686.10124484
2018-08-23,6430.41921899
2018-08-24,5820.32251881
2018-08-25,5307.84129081
2018-08-26,6129.43818031
2018-08-27,5881.33218890
2018-08-28,5702.37049014
2018-08-29,6027.75539688
2018-08-30,5852.86100953
2018-08-31,6072.39514015
2018-09-01,5613.69503958
2018-09-02,5476.77564843
2018-09-03,5879.47974017
2018-09-04,6262.04862739
2018-09-05,5098.23380214
2018-09-06,5863.37157647
2018-09-07,5879.47974018
2018-09-08,5666.04657156
2018-09-09,5758.66851253
2018-09-10,5577.45167138
2018-09-11,6221.77821822
2018-09-12,5392.20778915
2018-09-13,6032.50729514
2018-09-14,5911.69606757
2018-09-15,5569.39758952
2018-09-16,5706.31698074
2018-09-17,6197.61597275
2018-09-18,5154.61237494
2018-09-19,5851.29045378
2018-09-20,5847.26341276
2018-09-21,5281.90275332
2018-09-22,6120.30477106
2018-09-23,5673.74181706
2018-09-24,5825.25424793
2018-09-25,5454.44750933
2018-09-26,6315.67606345
2018-09-27,5310.90941698
2018-09-28,6459.21415579
2018-09-29,5434.51166314
2018-09-30,4856.37212454
2018-10-01,6168.15080188
2018-10-02,5968.79234026
2018-10-03,5952.84366327
2018-10-04,5633.87012464
2018-10-05,5542.16523230
2018-10-06,5976.76667855
2018-10-07,5227.17886305
2018-10-08,5901.01046315
2018-10-09,5550.13957076
2018-10-10,5793.35689390
2018-10-11,5773.42104773
2018-10-12,5818.99715534
2018-10-13,5558.35076682
2018-10-14,6071.55076660
2018-10-15,5510.97845912
2018-10-16,5439.91999764
2018-10-17,5972.85845891
2018-10-18,6126.81845886
2018-10-19,5041.20307473
2018-10-20,5479.39692066
2018-10-21,6067.60307427
2018-10-22,5518.87384374
2018-10-23,5420.18153609
2018-10-24,5846.53230515
2018-10-25,5988.64922819
2018-10-26,5566.24615142
2018-10-27,5439.91999760
2018-10-28,5767.57845899
2018-10-29,5507.03076683
2018-10-30,5799.15999745
2018-10-31,5696.51999753
2018-11-01,5266.22153616
2018-11-02,5822.84615131
2018-11-03,6015.36454736
2018-11-04,5151.54302420
2018-11-05,5260.98399890
2018-11-06,5608.84995433
2018-11-07,6398.38841478
2018-11-08,5558.03807316
2018-11-09,4737.23076276
2018-11-10,5194.53769282
2018-11-11,6378.84538353
2018-11-12,5327.43030501
2018-11-13,5737.83396023
2018-11-14,5475.95734212
2018-11-15,5624.48437927
2018-11-16,6257.67859012
2018-11-17,4971.74713719
2018-11-18,6015.34500329
2018-11-19,4979.56434972
2018-11-20,6007.52779081
2018-11-21,5374.33357991
2018-11-22,5343.06472996
2018-11-23,5452.50570476
2018-11-24,5508.67740823
2018-11-25,5831.95010507
2018-11-26,5692.63344701
2018-11-27,4543.27101750
2018-11-28,5475.91864545
2018-11-29,6288.59915117
2018-11-30,5851.29964096
2018-12-01,5313.38254437
2018-12-02,5735.20242588
2018-12-03,5077.31820698
2018-12-04,5282.42328697
2018-12-05,5762.29177607
2018-12-06,5739.07233302
2018-12-07,5592.01586051
2018-12-08,6083.49407111
2018-12-09,4678.71776848
2018-12-10,5379.17096617
2018-12-11,5684.89363265
2018-12-12,5549.44688170
2018-12-13,4949.61127035
2018-12-14,5828.08019794
2018-12-15,5620.35047753
2018-12-16,5176.47978134
2018-12-17,5490.67026402
2018-12-18,5915.97689296
2018-12-19,5471.51230776
2018-12-20,5429.36480402
2018-12-21,5004.05817496
2018-12-22,5352.73297890
2018-12-23,5915.97689292
2018-12-24,5272.26956268
2018-12-25,5134.33227760
2018-12-26,5716.73414788
2018-12-27,5724.39733044
2018-12-28,5528.98617654
2018-12-29,4502.11972106
2018-12-30,6582.67377080
2018-12-31,5670.75505284
2019-01-01,5950.46121430
2019-01-02,4490.62494728
2019-01-03,5969.61917056
2019-01-04,5414.03843902
2019-01-05,5544.31254158
2019-01-06,5846.98928350
2019-01-07,4920.37015367
2019-01-08,5637.37089306
2019-01-09,5967.41885247
2019-01-10,4503.06813599
2019-01-11,5341.46582602
2019-01-12,5534.94221601
2019-01-13,5754.97418897
2019-01-14,5413.54526541
2019-01-15,5409.75161072
2019-01-16,5223.86253013
2019-01-17,6009.14905418
2019-01-18,4423.40138714
2019-01-19,6024.32367300
2019-01-20,5975.00616181
2019-01-21,5011.41786653
2019-01-22,5538.73587070
2019-01-23,5147.98943589
2019-01-24,5390.78333709
2019-01-25,5842.22824714
2019-01-26,4563.76661127
2019-01-27,5471.06984251
2019-01-28,5269.79955920
2019-01-29,5202.18987129
2019-01-30,5799.40878064
2019-01-31,5172.14112116
2019-02-01,4965.55596383
2019-02-02,5840.72581224
2019-02-03,5690.48206143
2019-02-04,5183.40940253
2019-02-05,4901.70236976
2019-02-06,5435.06768502
2019-02-07,5619.11627973
2019-02-08,5453.84815387
2019-02-09,5322.38487191
2019-02-10,5626.62846730
2019-02-11,5731.79909283
2019-02-12,4717.65377498
2019-02-13,5134.58018341
2019-02-14,5874.53065608
2019-02-15,5040.67783924
2019-02-16,5773.11612435
2019-02-17,4822.47110183
2019-02-18,5169.27755509
2019-02-19,5280.84469652
2019-02-20,5860.99383226
2019-02-21,4291.61604210
2019-02-22,6310.98130276
2019-02-23,4934.98655797
2019-02-24,5087.46165140
2019-02-25,5039.11589007
2019-02-26,4726.72789392
2019-02-27,5061.42931831
2019-02-28,5883.30726058
2019-03-01,5637.85954924
2019-03-02,5195.30988809
2019-03-03,5061.42931832
2019-03-04,5418.44417106
2019-03-05,5437.03869463
2019-03-06,4990.77012877
2019-03-07,5213.90441171
2019-03-08,5559.76255018
2019-03-09,5403.56855217
2019-03-10,4789.94927398
2019-03-11,4653.58329861
2019-03-12,5979.70421782
2019-03-13,5014.99824181
2019-03-14,5872.92378534
2019-03-15,4771.98070585
2019-03-16,4819.84779625
2019-03-17,5563.62873960
2019-03-18,5232.24119059
2019-03-19,5184.37410018
2019-03-20,5460.53039105
2019-03-21,5946.56546290
2019-03-22,4845.62238341
2019-03-23,5206.46660342
2019-03-24,4893.48947380
2019-03-25,5858.19544985
2019-03-26,5125.46075811
2019-03-27,4930.31031260
2019-03-28,5681.45542371
2019-03-29,4591.55859583
2019-03-30,5298.51870040
2019-03-31,5243.28744221
2019-04-01,4796.57046569
2019-04-02,5424.69387470
2019-04-03,5472.08703351
2019-04-04,4746.60714037
2019-04-05,4484.12195283
2019-04-06,6536.61029386
2019-04-07,4465.89381485
2019-04-08,4600.78203615
2019-04-09,5854.87793193
2019-04-10,5636.14027573
2019-04-11,4925.24289292
2019-04-12,4903.36912731
2019-04-13,5384.59197104
2019-04-14,5173.14557003
2019-04-15,4910.66038247
2019-04-16,5490.31517156
2019-04-17,3864.36526018
2019-04-18,5311.67941894
2019-04-19,5953.30987722
2019-04-20,5574.16460643
2019-04-21,4761.18965074
2019-04-22,4945.97965449
2019-04-23,5020.85939864
2019-04-24,5204.94554480
2019-04-25,5324.06011000
2019-04-26,5111.09770557
2019-04-27,4786.23980057
2019-04-28,5255.47899673
2019-04-29,5067.78331827
2019-04-30,5616.43222452
2019-05-01,4501.08675063
2019-05-02,5028.07846322
2019-05-03,5381.81262644
2019-05-04,5100.26910877
2019-05-05,5111.09770559
2019-05-06,5251.86946444
2019-05-07,4573.27739618
2019-05-08,5222.99320621
2019-05-09,5847.44229030
2019-05-10,4483.03908912
2019-05-11,4483.03908914
2019-05-12,5230.21227072
2019-05-13,5035.29752771
2019-05-14,4611.49913042
2019-05-15,4828.19615029
2019-05-16,5296.36320860
2019-05-17,5196.29696704
2019-05-18,4731.70370326
2019-05-19,4910.39342006
2019-05-20,4921.11480319
2019-05-21,5389.28186136
2019-05-22,5103.37831424
2019-05-23,4846.06512208
2019-05-24,4878.22927109
2019-05-25,5310.65838608
2019-05-26,5353.54391800
2019-05-27,4574.45675234
2019-05-28,4867.50788802
2019-05-29,5396.42945012
2019-05-30,4663.80161079
2019-05-31,5081.93554838
2019-06-01,5292.78941427
2019-06-02,5106.95210875
2019-06-03,4863.93409373
2019-06-04,4641.93069419
2019-06-05,4865.31406878
2019-06-06,5219.15509199
2019-06-07,4844.08360745
2019-06-08,4791.00745397
2019-06-09,5127.15642600
2019-06-10,5268.69283525
2019-06-11,4426.55120007
2019-06-12,5406.69083432
2019-06-13,4670.70150608
2019-06-14,4911.31340187
2019-06-15,5491.61267993
2019-06-16,4670.70150606
2019-06-17,5201.46304088
2019-06-18,4858.23724843
2019-06-19,5247.46237390
2019-06-20,4656.54786516
2019-06-21,4610.54853215
2019-06-22,5183.77098968
2019-06-23,5473.92062870
2019-06-24,4918.39022229
2019-06-25,4709.39629937
2019-06-26,4599.93330221
2019-06-27,5721.01377184
2019-06-28,4424.76447886
2019-06-29,5325.13223097
2019-06-30,4813.63926673
2019-07-01,5227.03769011
2019-07-02,4603.43667877
2019-07-03,4869.69329031
2019-07-04,5325.13223104
2019-07-05,3965.82216169
2019-07-06,5398.70313696
2019-07-07,5447.75040751
2019-07-08,4953.77432560
2019-07-09,4754.08186689
2019-07-10,4708.53797280
2019-07-11,5601.89897212
2019-07-12,4691.02109045
2019-07-13,5188.50054902
2019-07-14,4922.24393741
2019-07-15,4743.57173745
2019-07-16,4974.79458439
2019-07-17,5035.37524491
2019-07-18,5168.34745918
2019-07-19,4859.63408742
2019-07-20,4665.38747152
2019-07-21,5196.09697565
2019-07-22,4991.44429112
2019-07-23,5265.47076707
2019-07-24,4707.01174641
2019-07-25,4547.45202621
2019-07-26,4568.26416359
2019-07-27,5650.49530942
2019-07-28,4852.69670832
2019-07-29,4710.48043594
2019-07-30,4748.63602120
2019-07-31,5046.94332424
2019-08-01,4537.04595744
2019-08-02,5456.24869348
2019-08-03,4994.91298069
2019-08-04,4512.76513046
2019-08-05,5438.90524560
2019-08-06,4720.88650467
2019-08-07,4428.16001219
2019-08-08,5120.61004399
2019-08-09,4650.10462744
2019-08-10,4942.02404637
2019-08-11,4784.04412559
2019-08-12,4893.94320095
2019-08-13,4966.06446922
2019-08-14,5014.14531472
2019-08-15,5158.38785112
2019-08-16,5165.25654336
2019-08-17,4622.62985860
2019-08-18,4900.81189323
2019-08-19,4656.97331970
2019-08-20,5151.51915894
2019-08-21,4437.17516890
2019-08-22,4900.81189321
2019-08-23,5433.13553964
2019-08-24,4924.85231590
2019-08-25,5034.75139130
2019-08-26,4361.61955456
2019-08-27,4595.15508980
2019-08-28,5404.92969672
2019-08-29,4872.69105755
2019-08-30,4556.45918850
2019-08-31,5222.92635338
2019-09-01,4818.28557470
2019-09-02,4811.48488934
2019-09-03,4587.06227258
2019-09-04,5209.32498265
2019-09-05,4230.02629141
2019-09-06,5124.31641573
2019-09-07,4893.09311362
2019-09-08,4729.87666507
2019-09-09,4825.08626004
2019-09-10,5137.91778641
2019-09-11,4597.26330063
2019-09-12,4627.86638473
2019-09-13,4733.27700773
2019-09-14,5277.33183623
2019-09-15,4828.48660273
2019-09-16,4777.48146255
2019-09-17,5039.30784876
2019-09-18,4532.65678976
2019-09-19,5037.94434144
2019-09-20,4198.24486716
2019-09-21,5410.24819684
2019-09-22,4827.81326335
2019-09-23,4235.27830201
2019-09-24,5117.34739216
2019-09-25,4625.81270844
2019-09-26,4676.31284717
2019-09-27,4565.21254198
2019-09-28,4942.28024453
2019-09-29,5292.41453977
2019-09-30,4013.07769178
2019-10-01,5447.28163189
2019-10-02,4319.44520004
2019-10-03,5211.61431775
2019-10-04,4780.67980052
2019-10-05,4773.94644876
2019-10-06,4319.44520002
2019-10-07,5252.01442883
2019-10-08,4575.31256958
2019-10-09,4423.81215343
2019-10-10,4727.89631929
2019-10-11,4760.01306992
2019-10-12,4926.68019426
2019-10-13,4883.34674189
2019-10-14,4610.01265811
2019-10-15,4706.67959014
2019-10-16,4960.01361906
2019-10-17,3906.67739352
2019-10-18,4233.34495668
2019-10-19,5180.01422286
2019-10-20,4530.01243841
2019-10-21,4396.67873899
2019-10-22,4886.68008444
2019-10-23,4986.68035900
2019-10-24,4516.67906847
2019-10-25,4576.67923323
2019-10-26,4736.67967255
2019-10-27,4606.67931562
2019-10-28,5296.68121019
2019-10-29,4803.34652227
2019-10-30,4373.34534162
2019-10-31,5206.86248235
2019-11-01,4425.75473570
2019-11-02,4653.47813375
2019-11-03,4947.20831385
2019-11-04,4445.55677033
2019-11-05,4884.50187088
2019-11-06,4452.15744854
2019-11-07,4488.46117866
2019-11-08,5062.72018234
2019-11-09,4729.38593311
2019-11-10,4574.26999530
2019-11-11,4825.09576704
2019-11-12,4462.05846589
2019-11-13,4841.59746258
2019-11-14,4778.89101959
2019-11-15,4570.96965622
2019-11-16,5072.62119970
2019-11-17,4056.11675628
2019-11-18,4716.18457670
2019-11-19,5198.03408562
2019-11-20,4310.24286717
2019-11-21,5257.44018941
2019-11-22,4692.86980369
2019-11-23,4463.62694216
2019-11-24,4960.31163848
2019-11-25,4404.80901758
2019-11-26,4424.41499242
2019-11-27,4806.73150210
2019-11-28,4411.34434244
2019-11-29,4385.20304246
2019-11-30,4365.59706788
2019-12-01,4957.04397604
2019-12-02,4757.71656502
2019-12-03,4163.00199438
2019-12-04,4908.02903888
2019-12-05,4751.18124004
2019-12-06,4780.59020228
2019-12-07,4672.75734060
2019-12-08,4885.15540146
2019-12-09,4241.42589376
2019-12-10,4532.24785416
2019-12-11,4937.43800116
2019-12-12,4408.07668004
2019-12-13,4454.74601632
2019-12-14,4924.14087329
2019-12-15,4348.25580401
2019-12-16,4251.19652265
2019-12-17,4387.07951653
2019-12-18,4927.37618264
2019-12-19,4752.66947624
2019-12-20,3788.54728161
2019-12-21,4937.08211075
2019-12-22,4189.72564446
2019-12-23,5095.61227031
2019-12-24,4645.90426678
2019-12-25,4739.72823872
2019-12-26,4532.66843853
2019-12-27,4357.96173212
2019-12-28,4694.43390744
2019-12-29,4652.37488553
2019-12-30,4594.13931672
2019-12-31,4907.96432640
2020-01-01,4613.55117299
2020-01-02,4296.49085393
2020-01-03,4610.31586361
2020-01-04,4390.10661066
2020-01-05,4971.48529872
2020-01-06,4241.13823164
2020-01-07,4868.98044720
2020-01-08,4391.69223231
2020-01-09,4737.64610619
2020-01-10,4279.57755096
2020-01-11,4487.79053061
2020-01-12,4901.01321330
2020-01-13,4308.40704045
2020-01-14,4180.27597605
2020-01-15,4478.18070078
2020-01-16,4657.56419094
2020-01-17,4462.16431773
2020-01-18,4516.62002010
2020-01-19,4907.41976652
2020-01-20,4138.63338012
2020-01-21,4593.49865874
2020-01-22,5054.77049058
2020-01-23,3875.96469810
2020-01-24,4785.69525534
2020-01-25,4218.18247438
2020-01-26,4747.82681990
2020-01-27,4700.25340474
2020-01-28,4151.57335151
2020-01-29,3986.65217935
2020-01-30,4823.94428381
2020-01-31,4633.65062375
2020-02-01,4659.02311178
2020-02-02,3824.90256832
2020-02-03,4795.40023493
2020-02-04,4652.67998988
2020-02-05,4487.75881780
2020-02-06,4487.75881775
2020-02-07,3745.61354333
2020-02-08,5128.41414010
2020-02-09,4931.77735797
2020-02-10,4354.55325560
2020-02-11,4034.22559442
2020-02-12,4617.79281882
2020-02-13,4535.33223278
2020-02-14,4081.79900951
2020-02-15,4557.10923819
2020-02-16,4835.84548512
2020-02-17,4644.29576141
2020-02-18,4094.76786538
2020-02-19,4550.09097923
2020-02-20,4132.44977826
2020-02-21,4732.22022481
2020-02-22,4543.81066041
2020-02-23,4716.51942768
2020-02-24,3962.88117030
2020-02-25,4361.68141483
2020-02-26,4415.06412472
2020-02-27,5156.14174450
2020-02-28,4198.39312567
2020-02-29,4273.75695151
2020-03-01,4408.78380592
2020-03-02,4280.03727031
2020-03-03,4179.55216935
2020-03-04,4955.17154262
2020-03-05,4173.27185055
2020-03-06,4506.12874757
2020-03-07,5294.30875848
2020-03-08,4335.42532399
2020-03-09,4601.42169652
2020-03-10,4010.69864062
2020-03-11,4592.09449029
2020-03-12,4250.09693167
2020-03-13,3992.04422802
2020-03-14,4921.65577367
2020-03-15,4290.51482474
2020-03-16,4103.97070212
2020-03-17,4464.62267284
2020-03-18,4585.87635261
2020-03-19,4511.25870357
2020-03-20,3737.10059388
2020-03-21,3892.55402956
