day,avg_price,avg_pool,avg_pool_dcr
2017-06-30,121.30576001,44557,2016279.93577982
2017-07-01,58.42585334,43805,1982605.17540813
2017-07-02,181.24248044,44850,2073601.66666667
2017-07-03,57.16498283,43930,2034025.55154415
2017-07-04,108.77382688,44300,2076859.81276596
2017-07-05,74.67484037,43398,2038713.19087452
2017-07-06,70.05048537,42907,2052766.04400000
2017-07-07,70.70418524,42660,2066835.17575758
2017-07-08,70.89111829,42396,2081455.39215686
2017-07-09,69.64277766,42275,2106484.40805604
2017-07-10,72.16539744,42025,2117822.29547325
2017-07-11,74.11329518,41705,2120009.77012522
2017-07-12,75.19648127,41593,2146026.07701149
2017-07-13,73.97253804,41033,2137194.49239865
2017-07-14,71.86692862,40638,2139236.25803403
2017-07-15,69.16610232,40361,2145099.50995575
2017-07-16,64.58440842,39945,2142787.23869985
2017-07-17,62.24570133,40035,2166719.08494208
2017-07-18,59.49823168,40018,2179973.08342541
2017-07-19,58.08168627,40149,2196477.30861552
2017-07-20,59.29929889,40609,2228125.22936358
2017-07-21,61.04942417,41374,2278312.41577061
2017-07-22,61.81195678,41314,2283185.94135802
2017-07-23,62.23167282,41147,2281768.56663941
2017-07-24,61.62502226,41023,2284550.27818930
2017-07-25,60.32123082,40713,2274213.38792390
2017-07-26,58.81706760,40500,2268350.35127273
2017-07-27,57.66546300,40419,2268418.32756437
2017-07-28,59.32172856,41052,2307334.33259424
2017-07-29,59.79366376,41126,2314711.74316109
2017-07-30,60.27334960,41122,2319759.16476462
2017-07-31,60.51647715,41007,2317848.24363234
2017-08-01,61.85876512,41159,2331549.68296796
2017-08-02,62.38146698,41235,2342885.27638191
2017-08-03,62.33431447,41054,2339987.28571429
2017-08-04,61.83034707,40872,2336105.59752547
2017-08-05,61.44038074,40802,2339250.14584696
2017-08-06,60.68711904,40771,2343618.44501940
2017-08-07,60.85513646,40773,2348803.88415446
2017-08-08,61.00576176,40972,2365086.01917989
2017-08-09,61.26786917,40993,2370590.37524430
2017-08-10,61.51831831,41004,2376763.08706315
2017-08-11,62.29419854,41046,2384391.29338235
2017-08-12,62.70982653,41132,2395608.65632458
2017-08-13,62.77484035,41044,2396311.52575865
2017-08-14,62.76159174,40962,2397457.61049180
2017-08-15,63.29727768,40957,2403267.50122399
2017-08-16,64.23269008,41140,2421425.15755627
2017-08-17,64.56849531,41157,2429950.09210526
2017-08-18,64.50708801,41025,2427987.63789152
2017-08-19,64.36726026,40886,2426921.87558685
2017-08-20,64.52646096,40939,2438067.13422347
2017-08-21,64.37364350,40929,2444796.70738844
2017-08-22,64.33344598,40911,2450771.37176799
2017-08-23,64.62912028,40956,2460003.56069008
2017-08-24,64.67343122,40984,2469242.86970899
2017-08-25,64.44834851,40883,2469631.90393413
2017-08-26,63.32616691,40818,2471630.96896552
2017-08-27,62.75533716,40563,2459949.26116303
2017-08-28,62.75607967,40815,2479418.10711818
2017-08-29,62.47485183,40871,2486645.66546112
2017-08-30,62.22205874,40831,2486719.62177251
2017-08-31,62.86284682,40932,2495418.72920892
2017-09-01,65.10086615,41278,2518974.28268551
2017-09-02,67.34483288,41631,2546968.95161290
2017-09-03,68.91700050,41522,2547383.03582803
2017-09-04,69.68022426,41348,2546749.95304835
2017-09-05,70.11644808,41137,2543815.18243243
2017-09-06,69.88567503,40997,2544892.68349865
2017-09-07,69.45697978,40919,2550318.73172368
2017-09-08,68.44271156,40798,2553920.63989290
2017-09-09,68.35991506,40750,2558861.25720621
2017-09-10,68.03850785,40859,2574126.96293495
2017-09-11,66.78674386,40778,2576893.21293970
2017-09-12,66.41874744,40682,2576298.62500000
2017-09-13,65.63274364,40742,2585356.46290801
2017-09-14,65.92641619,40829,2594860.96636086
2017-09-15,65.61786633,40932,2605048.89783491
2017-09-16,64.68638348,40836,2602942.67733508
2017-09-17,64.71468995,40751,2599386.26897690
2017-09-18,64.01733935,40808,2604730.66602687
2017-09-19,64.36269598,40836,2607313.67692308
2017-09-20,66.01899641,41216,2632929.10657895
2017-09-21,67.24225923,41374,2645413.81690141
2017-09-22,67.90065823,41279,2643202.04806867
2017-09-23,67.96536130,41136,2638935.61425577
2017-09-24,67.99086593,40973,2633918.63642341
2017-09-25,67.72458997,40903,2634622.90852228
2017-09-26,67.15763461,40856,2636229.87290503
2017-09-27,66.53610983,40809,2637267.94298575
2017-09-28,65.97473546,40719,2634606.64392991
2017-09-29,65.77683803,40810,2643185.74180865
2017-09-30,65.46191181,40839,2647055.16510454
2017-10-01,65.34356769,40888,2651612.90006246
2017-10-02,65.29355890,40827,2648605.42577598
2017-10-03,65.84746817,40976,2658858.99463007
2017-10-04,67.00822077,41190,2674249.79587482
2017-10-05,67.57527677,41166,2674908.00295421
2017-10-06,68.05139160,41086,2672868.44421769
2017-10-07,68.27266340,41093,2677256.64784053
2017-10-08,67.63898584,40926,2670205.61200000
2017-10-09,66.45504421,40751,2662314.58776807
2017-10-10,65.12574002,40540,2650989.63457484
2017-10-11,63.80614607,40512,2649648.37024457
2017-10-12,63.33713260,40563,2651477.42090620
2017-10-13,65.87387592,41142,2685392.36041940
2017-10-14,67.91717243,41537,2710113.78664620
2017-10-15,69.40270529,41534,2712602.90564516
2017-10-16,70.43329319,41357,2705528.44827586
2017-10-17,71.06596769,41244,2704512.70336391
2017-10-18,70.66888379,41046,2699314.15451505
2017-10-19,70.92708119,40876,2694160.26645768
2017-10-20,70.51968382,40930,2705112.16885813
2017-10-21,70.66126853,40821,2703840.37892702
2017-10-22,72.78032198,41225,2738647.07980846
2017-10-23,74.53169496,41287,2752261.20206871
2017-10-24,79.71389964,41435,2770139.87505189
2017-10-25,91.54114097,43398,2934702.69135802
2017-10-26,95.54390814,42633,2898662.95485327
2017-10-27,95.11091695,41550,2833616.16698292
2017-10-28,93.65222207,40984,2814040.21084337
2017-10-29,88.83841947,40519,2809259.89082969
2017-10-30,84.83940573,39896,2778366.63154147
2017-10-31,86.88285801,40689,2871062.50586510
2017-11-01,85.39177807,40830,2907274.20106289
2017-11-02,84.17066887,40577,2904987.68481375
2017-11-03,85.26313852,40981,2957503.60825688
2017-11-04,84.93181054,40950,2972213.34927235
2017-11-05,83.70732685,40817,2981092.24207961
2017-11-06,82.22362592,40636,2981399.06526173
2017-11-07,80.15874653,40556,2991152.02425181
2017-11-08,80.92391937,40660,3008904.34055265
2017-11-09,80.84547823,40952,3041847.28996865
2017-11-10,79.65637391,40804,3040919.15443787
2017-11-11,79.49108211,40742,3044088.21983471
2017-11-12,78.99735010,40811,3056299.41067457
2017-11-13,78.77254185,40824,3064209.35532995
2017-11-14,78.31167798,40852,3072233.52552553
2017-11-15,77.47049432,40808,3073554.32810271
2017-11-16,76.44236480,40726,3071351.55477258
2017-11-17,75.36402902,40651,3067869.91256831
2017-11-18,74.61619099,40665,3068988.59557867
2017-11-19,75.06650344,40789,3077600.02481752
2017-11-20,74.91312840,40929,3087317.65564087
2017-11-21,75.17416454,40911,3085467.27732342
2017-11-22,75.01231808,40998,3091697.70991254
2017-11-23,74.06855475,40797,3076438.96306306
2017-11-24,71.93060157,40595,3060178.34330840
2017-11-25,68.76529199,40298,3034387.83408748
2017-11-26,66.01863984,40102,3013413.73604061
2017-11-27,65.21980760,40013,2997235.48597654
2017-11-28,72.69394230,41796,3097706.77384393
2017-11-29,77.83120287,42427,3133809.44915254
2017-11-30,83.89150331,42501,3142366.66695502
2017-12-01,88.20735949,42285,3135880.51266586
2017-12-02,89.74976227,41801,3110538.20860215
2017-12-03,88.95105524,41273,3085355.22322581
2017-12-04,86.18171086,40660,3050761.00311526
2017-12-05,84.23248948,40295,3035240.50543242
2017-12-06,85.47400266,40935,3103336.77967359
2017-12-07,85.98818313,41034,3123428.83249158
2017-12-08,85.39963965,40973,3131853.84934666
2017-12-09,84.62571837,40786,3128394.08376194
2017-12-10,83.17526065,40739,3136813.71578160
2017-12-11,80.59411015,40568,3133245.40748163
2017-12-12,79.21418777,40406,3125914.51829724
2017-12-13,76.30481225,40454,3133331.82644628
2017-12-14,72.92345269,40164,3111307.99305556
2017-12-15,71.42615548,40105,3102287.32114246
2017-12-16,74.89608274,40916,3152073.24903368
2017-12-17,78.49998447,41713,3204759.79221682
2017-12-18,81.23545311,41816,3213059.41394928
2017-12-19,83.54130884,41672,3207094.95833333
2017-12-20,85.07393688,41429,3195941.68273867
2017-12-21,84.85098278,41186,3184905.98263889
2017-12-22,84.37311614,40985,3178700.91211226
2017-12-23,83.32161873,40779,3171736.76142525
2017-12-24,81.33367864,40638,3169618.02965517
2017-12-25,79.81823934,40451,3160612.17996401
2017-12-26,79.31001542,40702,3184340.38535800
2017-12-27,77.55047264,40612,3179623.64760433
2017-12-28,76.04968595,40502,3171523.49858035
2017-12-29,75.48093461,40654,3180691.96496146
2017-12-30,74.53232755,40692,3179978.63029990
2017-12-31,76.34260666,40845,3186667.48554283
2018-01-01,79.17578257,41443,3227866.74435543
2018-01-02,81.75042288,41575,3238376.24405507
2018-01-03,84.50647700,41602,3245159.59738372
2018-01-04,86.70849272,41489,3243336.41193182
2018-01-05,88.65100368,41527,3257793.97334559
2018-01-06,88.67877590,41247,3247117.43274336
2018-01-07,87.96859195,40916,3232214.47062706
2018-01-08,87.20208617,40827,3238534.97711812
2018-01-09,88.10176101,40805,3246840.61568938
2018-01-10,87.97467788,41031,3278864.80296610
2018-01-11,86.72553264,40810,3271481.73163186
2018-01-12,85.42613259,40692,3270931.92086331
2018-01-13,86.43542594,40816,3288915.39598662
2018-01-14,85.97956983,40968,3310690.00000000
2018-01-15,86.56620763,40921,3314660.36382536
2018-01-16,86.60019273,40965,3325539.58326068
2018-01-17,86.08113663,40958,3332444.13862816
2018-01-18,84.84168053,40771,3324125.89129053
2018-01-19,83.87210273,40732,3326250.27458121
2018-01-20,82.23694309,40704,3327879.15491867
2018-01-21,79.55967731,40483,3311645.35471204
2018-01-22,78.22327728,40326,3297903.91855808
2018-01-23,76.71832818,40578,3313396.37110312
2018-01-24,76.35258509,40626,3310825.06462781
2018-01-25,76.39464725,40859,3321036.01706485
2018-01-26,76.72546712,40916,3319007.80122951
2018-01-27,77.52776241,41070,3324119.97915389
2018-01-28,77.92567767,41053,3317111.07404844
2018-01-29,78.60954514,41029,3311494.89507959
2018-01-30,79.39491224,41118,3315200.90085922
2018-01-31,80.06201493,41084,3310491.35511364
2018-02-01,81.06980426,41151,3315279.98780488
2018-02-02,82.28088073,41127,3313803.52341920
2018-02-03,84.31737081,41341,3333206.83539945
2018-02-04,85.33344405,41303,3334715.15231788
2018-02-05,85.74124475,41118,3325285.71746293
2018-02-06,86.11775959,41053,3326434.12943633
2018-02-07,85.98272083,40996,3329431.00955882
2018-02-08,84.54352658,40812,3321344.26142857
2018-02-09,83.70656597,40677,3315148.92978395
2018-02-10,82.95074267,40698,3320865.39380282
2018-02-11,82.22473379,40820,3333786.82334133
2018-02-12,81.21393444,40697,3325305.17190635
2018-02-13,80.83414583,40761,3330143.76981611
2018-02-14,80.35291748,40817,3333570.86658114
2018-02-15,79.78403587,40858,3334989.45615142
2018-02-16,80.21297295,40814,3329391.58039216
2018-02-17,79.95100128,40928,3336525.97124413
2018-02-18,80.86870727,41012,3341422.07417582
2018-02-19,81.66798238,41127,3349500.47207447
2018-02-20,82.49646797,41153,3351434.49837925
2018-02-21,82.84434347,41111,3349071.21877205
2018-02-22,82.89332048,41017,3343579.35429344
2018-02-23,82.73393383,40923,3338131.90388848
2018-02-24,82.34814368,40875,3336033.44731333
2018-02-25,82.23324927,40858,3336140.32070707
2018-02-26,82.97182658,40993,3348036.34782609
2018-02-27,83.51040109,41105,3358861.67681347
2018-02-28,83.90969906,41045,3356579.78305622
2018-03-01,83.90392805,40976,3353529.96562123
2018-03-02,84.95304005,41087,3365843.54397635
2018-03-03,84.66016699,41074,3369153.97284345
2018-03-04,83.71144701,40869,3356219.28943338
2018-03-05,83.08408112,40702,3345139.96257916
2018-03-06,83.46474892,40891,3362556.28851744
2018-03-07,83.13762104,40933,3367722.30451415
2018-03-08,82.30731404,40851,3362601.63799551
2018-03-09,81.10485618,40701,3351006.07195572
2018-03-10,81.45144772,40779,3356351.11726576
2018-03-11,82.01005145,41035,3375539.23740053
2018-03-12,82.93410417,41063,3377383.12568639
2018-03-13,83.48925026,41084,3379903.90838710
2018-03-14,83.89517420,41047,3378364.60317460
2018-03-15,84.60749086,41014,3377443.64694656
2018-03-16,85.56239275,41157,3392407.44490934
2018-03-17,85.82163256,41071,3389373.89946687
2018-03-18,85.20912014,40954,3384186.59275684
2018-03-19,85.12162644,40801,3374851.94848680
2018-03-20,85.26575012,40987,3393950.28366534
2018-03-21,84.22958264,40831,3384340.02368421
2018-03-22,84.07517449,40722,3377611.19076549
2018-03-23,84.47618846,40985,3401047.28353414
2018-03-24,84.07150067,40922,3397733.75408671
2018-03-25,84.14726492,40842,3392785.31857506
2018-03-26,86.15808516,41151,3419855.78197908
2018-03-27,86.81109428,41166,3424319.90626940
2018-03-28,87.78990092,41125,3425198.89138241
2018-03-29,87.54153806,41089,3427682.75102041
2018-03-30,87.63531973,40994,3425843.04600484
2018-03-31,86.47502651,40791,3414465.22613709
2018-04-01,85.34391519,40708,3411851.29740519
2018-04-02,82.52211390,40497,3396987.57654385
2018-04-03,83.23649555,40500,3396498.18442211
2018-04-04,85.71329750,41215,3453700.73684211
2018-04-05,87.52181624,41381,3469678.60565371
2018-04-06,88.24423869,41254,3463015.38070629
2018-04-07,89.00094187,41133,3457696.17368421
2018-04-08,88.14785072,40994,3453063.06927045
2018-04-09,87.45118239,40724,3435337.54381892
2018-04-10,87.58947508,40833,3449247.20707506
2018-04-11,87.26238233,40890,3458620.57924528
2018-04-12,86.24136217,40816,3456671.97831978
2018-04-13,86.36051259,40781,3456267.73479948
2018-04-14,86.35262344,40964,3474198.97238806
2018-04-15,86.10361674,40822,3464447.02286049
2018-04-16,87.15145598,40938,3476109.26963563
2018-04-17,87.60519590,41092,3492205.25214521
2018-04-18,87.73945885,40989,3486793.80470016
2018-04-19,87.71780839,40949,3487230.12365591
2018-04-20,88.07621178,40957,3491986.05103281
2018-04-21,88.45210995,40979,3497966.99783394
2018-04-22,87.90944657,40983,3502988.81617183
2018-04-23,88.51712394,40862,3495802.44705094
2018-04-24,89.76834459,41167,3526103.93303900
2018-04-25,90.23645449,41093,3525048.68021845
2018-04-26,90.80547882,41031,3525324.41105354
2018-04-27,91.12624040,41069,3535291.30565010
2018-04-28,89.86245728,40856,3524189.78161629
2018-04-29,89.67869374,40808,3525312.05450041
2018-04-30,88.42614489,40799,3529265.55456286
2018-05-01,88.40886084,40779,3530665.15988372
2018-05-02,88.08267885,40862,3540649.35135135
2018-05-03,87.75999794,40877,3544334.66862361
2018-05-04,87.76052063,40857,3544311.15489307
2018-05-05,88.25468836,41030,3560900.10020311
2018-05-06,88.23349952,40979,3558475.36891794
2018-05-07,87.90678299,40950,3558358.41337047
2018-05-08,89.25799591,40958,3560649.77049180
2018-05-09,91.91478452,41309,3593903.16130852
2018-05-10,95.51023404,41650,3630723.60403226
2018-05-11,96.63639545,41430,3620904.03351520
2018-05-12,96.94257754,41173,3607822.29586936
2018-05-13,95.80407996,40970,3602143.39779412
2018-05-14,94.16451968,40688,3587699.41028781
2018-05-15,93.68101494,40691,3596998.36639676
2018-05-16,93.25593193,40800,3614925.89777469
2018-05-17,92.27715111,40830,3625132.50907868
2018-05-18,91.40102902,40750,3623373.46012270
2018-05-19,90.85356960,40713,3624272.79397294
2018-05-20,90.82046450,40863,3641082.94653873
2018-05-21,90.67013083,40856,3643281.38885410
2018-05-22,91.65079180,40933,3652119.27311522
2018-05-23,92.45105328,41157,3675940.22026432
2018-05-24,92.88332578,41023,3668174.73342541
2018-05-25,93.04446413,41035,3674230.31975968
2018-05-26,92.79692353,40991,3675158.85367893
2018-05-27,91.33038525,40815,3663562.10866575
2018-05-28,90.63984467,40692,3655221.69373134
2018-05-29,90.16592087,40844,3670443.60315534
2018-05-30,90.62052172,40906,3676872.92406986
2018-05-31,90.20832705,40948,3681386.85403727
2018-06-01,91.32080030,40923,3679898.05359246
2018-06-02,92.75632442,41250,3711077.73998729
2018-06-03,93.61741849,41139,3704547.27625772
2018-06-04,93.60578256,40990,3695175.96645963
2018-06-05,93.99077127,41024,3703265.13431463
2018-06-06,93.01179962,40887,3695582.27204503
2018-06-07,92.82546116,40824,3693953.41585445
2018-06-08,93.02421641,40923,3706624.74956421
2018-06-09,93.74568483,40998,3717240.88967468
2018-06-10,94.07669270,41073,3728081.43000773
2018-06-11,94.34451629,40961,3722283.47701863
2018-06-12,95.00884408,41018,3733053.86771447
2018-06-13,95.50492083,41048,3741490.34260731
2018-06-14,95.06429116,40968,3740075.91418685
2018-06-15,94.84770278,40876,3737172.68878249
2018-06-16,94.79733803,40898,3744567.81351351
2018-06-17,94.07416238,40884,3748784.37454324
2018-06-18,94.19178556,40817,3746145.56224066
2018-06-19,95.51033205,41012,3767154.17122396
2018-06-20,96.56424942,41203,3789945.36830835
2018-06-21,97.11740856,41108,3786958.24301887
2018-06-22,97.10011250,41019,3785610.51543431
2018-06-23,95.70445794,40840,3775930.21038790
2018-06-24,95.39889558,40759,3773283.31144068
2018-06-25,95.60155129,40887,3789326.70270270
2018-06-26,95.20976281,40924,3797504.11365003
2018-06-27,96.46994360,40905,3799361.95367232
2018-06-28,97.73050880,41215,3833385.35486577
2018-06-29,97.94135671,41110,3829218.11791730
2018-06-30,96.40693106,40913,3816937.52957746
2018-07-01,94.20223191,40631,3794628.66344006
2018-07-02,91.58023719,40508,3785531.69368723
2018-07-03,88.40150979,40343,3769157.32551320
2018-07-04,86.69865770,40322,3762483.74227344
2018-07-05,85.38487474,40677,3783223.60839599
2018-07-06,86.31865483,40620,3769688.56993007
2018-07-07,92.28149898,41683,3849600.07176656
2018-07-08,95.14780759,41770,3853751.39758065
2018-07-09,97.91316813,41595,3839741.20739666
2018-07-10,99.91380132,41535,3840650.61511729
2018-07-11,100.07029621,41277,3825329.48346457
2018-07-12,99.93742224,41022,3810062.89573071
2018-07-13,98.46977529,40878,3806153.60103245
2018-07-14,96.27042278,40653,3792676.83654588
2018-07-15,93.16989467,40449,3778805.08359957
2018-07-16,93.36762012,40557,3789994.26432665
2018-07-17,93.09933608,40839,3815950.29581796
2018-07-18,93.02530123,40913,3822311.61394448
2018-07-19,93.89465339,40967,3827101.11352133
2018-07-20,94.07959175,41081,3838118.18081435
2018-07-21,93.93705676,40988,3830304.13092551
2018-07-22,93.73748964,40930,3825860.36106870
2018-07-23,92.93429104,40882,3821908.96114519
2018-07-24,91.69833870,40762,3810397.34813847
2018-07-25,91.82368223,40751,3807760.59343066
2018-07-26,91.30098655,40887,3817561.69416873
2018-07-27,91.19439309,40838,3810419.17891817
2018-07-28,90.49432066,40874,3810470.59076331
2018-07-29,90.78251592,40816,3801964.27762803
2018-07-30,91.38082684,41000,3815390.11629686
2018-07-31,91.65830640,41068,3818744.53429603
2018-08-01,92.19443269,41048,3814703.50213675
2018-08-02,92.69001098,41046,3813136.82014388
2018-08-03,93.97438721,41106,3818283.02356322
2018-08-04,96.04830338,41324,3839698.49506173
2018-08-05,98.35397745,41350,3845532.05967742
2018-08-06,99.74249944,41364,3852773.61279737
2018-08-07,100.40904519,41197,3845007.88159772
2018-08-08,100.13365745,41045,3839711.46211490
2018-08-09,99.36746857,40871,3831223.89117647
2018-08-10,97.78950232,40786,3831988.84996411
2018-08-11,95.69663043,40595,3819546.82511816
2018-08-12,95.24305424,40640,3827074.98150358
2018-08-13,95.90762783,40843,3848349.38942308
2018-08-14,95.57251485,40953,3861072.64195701
2018-08-15,95.06951564,40849,3853308.42955542
2018-08-16,95.54624348,40944,3863652.09984399
2018-08-17,95.65256596,40973,3867701.91459075
2018-08-18,95.88005722,41032,3875209.90838619
2018-08-19,95.28378851,40919,3866381.48270677
2018-08-20,95.11501851,40824,3858860.24464061
2018-08-21,95.07212157,40932,3869957.27424023
2018-08-22,95.09553516,40903,3868093.31686662
2018-08-23,94.70143295,40945,3873108.50577664
2018-08-24,94.46957376,40858,3865355.51203008
2018-08-25,93.72468997,40824,3862176.96041822
2018-08-26,92.65979254,40777,3856856.48808757
2018-08-27,92.43085670,40736,3851127.61005518
2018-08-28,92.82250593,40978,3870556.39368421
2018-08-29,92.84582393,40946,3865030.08030199
2018-08-30,92.97152219,40949,3862882.00992830
2018-08-31,95.09148058,41088,3873710.89507959
2018-09-01,96.07621612,41230,3886788.68547141
2018-09-02,96.54370076,41100,3876357.87649123
2018-09-03,97.58626586,41088,3877956.63316583
2018-09-04,98.90791281,41220,3895053.80210526
2018-09-05,99.94603996,41125,3891112.66309444
2018-09-06,101.38359303,41239,3909553.91147036
2018-09-07,101.70800062,41149,3909104.13869258
2018-09-08,100.12187143,40892,3892801.99155794
2018-09-09,98.04774471,40658,3877403.10046885
2018-09-10,96.93577555,40546,3871092.98473748
2018-09-11,97.08321923,40817,3900066.91629393
2018-09-12,96.93885433,40884,3908766.65348837
2018-09-13,97.38916319,40869,3909127.58559622
2018-09-14,97.95836657,41062,3930117.36827393
2018-09-15,98.22561500,40997,3927002.89378442
2018-09-16,97.50481042,40942,3924973.20057513
2018-09-17,96.72424306,40813,3915324.52673493
2018-09-18,97.45772337,40925,3927364.70179372
2018-09-19,97.73623827,41021,3938448.62668559
2018-09-20,97.75187290,40971,3936016.85630926
2018-09-21,97.28825946,40913,3932778.50632911
2018-09-22,97.37078130,40818,3925464.05433589
2018-09-23,98.28623108,41047,3949493.91885800
2018-09-24,98.17093318,41004,3948052.72902796
2018-09-25,98.55185293,40946,3945069.54410727
2018-09-26,98.91846449,41048,3958245.01868512
2018-09-27,98.33724205,40916,3948879.51204819
2018-09-28,98.46006366,40880,3948149.20934826
2018-09-29,98.14847825,40960,3958659.19627618
2018-09-30,97.29754649,40832,3948398.49197432
2018-10-01,96.87480980,40776,3944139.71101746
2018-10-02,97.01330702,40844,3951270.58779150
2018-10-03,96.82747423,40918,3958762.44821826
2018-10-04,98.65650731,41009,3967694.32184655
2018-10-05,100.17859740,41257,3993353.20000000
2018-10-06,100.61658646,41176,3989706.03166421
2018-10-07,100.38541813,40997,3976844.14455782
2018-10-08,99.58872047,40864,3968391.86179402
2018-10-09,98.96233729,40803,3966386.53542781
2018-10-10,98.72833987,40840,3972894.41314249
2018-10-11,98.87802159,40866,3977670.24830393
2018-10-12,99.09781055,40959,3988856.71398305
2018-10-13,98.42729737,40886,3984174.40305810
2018-10-14,98.80406739,40957,3992795.02050265
2018-10-15,99.13200919,40974,3996179.77269715
2018-10-16,99.70616069,41056,4006150.08320951
2018-10-17,100.49583335,41031,4006503.07295029
2018-10-18,100.82710198,41076,4015136.68490305
2018-10-19,100.66014810,40965,4008521.48228346
2018-10-20,101.82044437,41016,4017294.17161017
2018-10-21,102.41365531,41162,4037165.39495798
2018-10-22,101.93905351,40953,4022115.62867384
2018-10-23,101.36620471,40873,4019695.21359941
2018-10-24,100.35451106,40797,4016502.69235669
2018-10-25,99.98345755,40836,4023990.44616300
2018-10-26,100.56792057,40927,4035297.49511855
2018-10-27,101.11059959,41011,4045879.98037736
2018-10-28,100.75036800,41015,4049669.05697589
2018-10-29,100.06172602,40877,4039137.65888138
2018-10-30,100.60767491,40897,4043296.98333333
2018-10-31,100.69517650,41026,4058438.00129116
2018-11-01,100.92498161,41013,4059605.23167849
2018-11-02,100.91851344,40989,4059785.89623312
2018-11-03,99.93785189,40917,4055449.32076814
2018-11-04,98.67105619,40785,4044014.16875522
2018-11-05,97.46408694,40667,4032282.24695122
2018-11-06,97.11552870,40808,4043998.99553903
2018-11-07,98.14132464,40788,4039790.85338050
2018-11-08,102.70245265,41560,4112347.78602620
2018-11-09,105.51234041,41589,4118221.83020344
2018-11-10,108.12336668,41548,4120357.27561837
2018-11-11,109.92168804,41492,4125937.23228346
2018-11-12,109.57743994,41148,4103865.85530547
2018-11-13,108.54647143,40893,4090215.44548736
