day,avg_price,avg_pool,avg_pool_dcr
2018-11-14,107.38018965,40784,4091074.07275223
2018-11-15,106.52742720,40795,4103076.81717011
2018-11-16,104.50800640,40685,4100823.89249852
2018-11-17,103.06686398,40660,4104796.37114198
2018-11-18,101.58980142,40664,4108981.62849873
2018-11-19,100.92358130,40665,4110687.01430348
2018-11-20,101.55998491,40894,4133556.01076631
2018-11-21,102.38029568,40987,4143286.74601299
2018-11-22,104.45049388,41299,4176241.71833202
2018-11-23,105.29367277,41261,4175962.92492492
2018-11-24,105.85561436,41125,4166939.13787510
2018-11-25,104.99062703,41007,4161403.28904594
2018-11-26,104.05277123,40778,4143485.06014075
2018-11-27,103.96850906,40816,4151052.22871046
2018-11-28,103.86749736,40940,4166906.16690962
2018-11-29,103.40548668,40862,4162009.06973684
2018-11-30,101.90893822,40747,4153033.67277937
2018-12-01,102.06820931,40788,4157742.70892979
2018-12-02,101.99426016,40950,4174216.62894930
2018-12-03,101.48625128,40894,4168757.96391753
2018-12-04,102.78880189,40946,4173789.31607263
2018-12-05,104.02550267,41194,4199603.82589928
2018-12-06,104.27238057,41111,4193760.56378299
2018-12-07,103.97947306,40970,4182464.35424091
2018-12-08,103.15824631,40902,4178349.33953835
2018-12-09,101.76540016,40741,4163885.56210526
2018-12-10,101.41122346,40754,4165365.71791692
2018-12-11,102.02266134,40893,4178735.77192982
2018-12-12,102.32472836,41038,4192882.14977974
2018-12-13,102.37570798,40997,4188859.69552458
2018-12-14,102.95111826,41000,4189538.66734280
2018-12-15,102.65341150,40977,4187908.86746988
2018-12-16,102.29493746,40931,4184024.14941691
2018-12-17,102.36487688,40893,4180559.87468193
2018-12-18,102.88210093,40957,4187307.09426987
2018-12-19,103.63087716,41014,4193987.11654135
2018-12-20,104.98075668,41177,4212436.96077128
2018-12-21,106.34605789,41209,4218749.31161236
2018-12-22,107.00642640,41209,4223198.56688418
2018-12-23,106.51448811,41020,4209787.44212651
2018-12-24,105.82768939,40838,4196246.42498152
2018-12-25,105.07688384,40831,4200337.78426230
2018-12-26,104.68558994,40856,4206394.80912281
2018-12-27,103.98406614,40829,4206249.18033946
2018-12-28,103.22847886,40810,4206132.84072455
2018-12-29,103.25386403,40903,4216214.37666667
2018-12-30,102.81342525,40881,4214315.49566295
2018-12-31,101.83162297,40812,4206907.46030806
2019-01-01,101.78821465,40846,4209037.35704698
2019-01-02,101.95253997,40877,4210593.19120342
2019-01-03,104.22072651,41111,4232837.64831383
2019-01-04,105.67609010,41279,4250479.51836735
2019-01-05,107.09711017,41270,4252948.03361345
2019-01-06,107.73860276,41164,4247023.14350649
2019-01-07,108.30454265,41121,4248763.26592357
2019-01-08,108.69313646,41049,4247391.95308123
2019-01-09,108.69935083,40990,4249357.44867359
2019-01-10,109.48428371,40934,4250174.37334437
2019-01-11,110.08220688,41069,4271747.78994749
2019-01-12,110.08391859,41032,4276088.29502196
2019-01-13,109.40172063,40933,4274009.37313433
2019-01-14,107.84814692,40799,4267551.28561047
2019-01-15,106.27610252,40695,4261778.01716247
2019-01-16,106.52917877,40804,4276360.03712121
2019-01-17,106.72588342,40909,4289814.29760666
2019-01-18,108.38549307,41149,4317810.49846154
2019-01-19,109.90578902,41251,4332759.76454294
2019-01-20,110.22568999,41156,4329667.95352113
2019-01-21,110.22255695,40950,4313969.21717172
2019-01-22,110.21033761,40983,4324860.40944411
2019-01-23,111.39550274,40984,4331417.45300462
2019-01-24,111.47825722,41083,4349653.57754801
2019-01-25,111.12673737,40967,4345259.63914174
2019-01-26,110.72517386,40897,4345018.98410405
2019-01-27,111.16570336,40900,4351567.04461756
2019-01-28,110.95661652,40967,4365702.54858300
2019-01-29,111.47468272,40945,4369194.43107388
2019-01-30,110.81660422,40957,4377608.12400531
2019-01-31,110.20830134,40818,4368050.75249501
2019-02-01,110.30203391,40886,4380242.34465318
2019-02-02,109.86214943,40952,4392319.75689784
2019-02-03,108.10237616,40782,4378008.31246163
2019-02-04,107.61256115,40780,4379830.60326721
2019-02-05,108.79057861,40939,4397501.66048925
2019-02-06,109.33976643,41093,4415343.74831461
2019-02-07,109.01166810,41011,4409112.31989064
2019-02-08,109.01560107,40916,4400983.65338924
2019-02-09,108.84454189,40925,4404189.72407170
2019-02-10,109.34147919,40953,4408999.89452603
2019-02-11,109.83702501,40984,4414907.09751524
2019-02-12,113.75769991,41109,4430903.00072046
2019-02-13,117.22122446,41619,4492690.31672297
2019-02-14,118.93354864,41465,4487677.15839243
2019-02-15,118.79562890,41143,4464216.58239509
2019-02-16,116.16273348,40826,4441418.47307002
2019-02-17,111.90581921,40428,4407420.42298085
2019-02-18,106.69720143,40159,4383434.64062500
2019-02-19,100.79053364,40024,4367371.84575982
2019-02-20,101.14100544,40004,4358916.53594967
2019-02-21,110.61680874,41908,4534335.30116473
2019-02-22,116.73204632,42096,4554414.36305278
2019-02-23,120.68411580,41887,4540484.05800000
2019-02-24,122.55951787,41529,4513066.65126677
2019-02-25,123.90152348,41326,4506237.19301471
2019-02-26,123.37079588,41152,4504422.30031283
2019-02-27,120.84903277,40820,4481099.24108108
2019-02-28,117.51225685,40499,4458276.62196796
2019-03-01,117.46156398,40864,4515117.90070922
2019-03-02,115.60163354,40727,4509947.88186606
2019-03-03,113.20775772,40629,4506310.96472282
2019-03-04,111.47556627,40535,4500097.20728643
2019-03-05,110.07507247,40613,4510541.39175258
2019-03-06,108.46762560,40686,4518259.33775297
2019-03-07,108.44597002,40657,4512816.45598688
2019-03-08,110.17233004,41078,4554000.73769470
2019-03-09,111.46830807,41129,4557976.62150538
2019-03-10,111.82141502,41148,4560554.81753890
2019-03-11,113.35708108,41066,4552779.53514266
2019-03-12,114.67484853,41269,4578415.86998395
2019-03-13,114.00711054,41011,4553945.39681275
2019-03-14,112.11854281,40828,4538097.86842105
2019-03-15,109.32622794,40546,4509046.90030675
2019-03-16,108.05522975,40444,4497011.53686294
2019-03-17,109.65066421,41070,4559939.91858887
2019-03-18,110.08958740,41003,4550278.93493151
2019-03-19,110.73538601,41026,4551406.06385472
2019-03-20,112.91890506,41169,4566724.39001848
2019-03-21,115.71994563,41372,4591629.68949468
2019-03-22,117.14905910,41318,4590716.76535836
2019-03-23,117.23123762,41198,4584431.46779303
2019-03-24,114.21775512,40822,4549439.02801358
2019-03-25,108.97540641,40394,4506482.27813268
2019-03-26,109.48196959,40273,4492836.80294760
2019-03-27,112.66903467,41202,4588626.63228070
2019-03-28,114.44890319,41264,4596640.74499089
2019-03-29,116.51936075,41278,4601745.41507871
2019-03-30,117.81670774,41307,4610803.84006879
2019-03-31,117.64400139,41096,4594794.95841210
2019-04-01,118.57343486,41005,4592159.22361478
2019-04-02,120.30364297,41147,4617484.16166282
2019-04-03,120.44130108,41090,4621487.66120996
2019-04-04,119.86414730,40975,4618875.68971793
2019-04-05,117.75752234,40790,4606523.26290631
2019-04-06,112.74677698,40485,4579509.14274809
2019-04-07,107.26560062,40061,4533449.96324461
2019-04-08,106.87561954,40006,4523272.65283843
2019-04-09,112.70117753,41291,4650753.96005416
2019-04-10,115.92574423,41563,4677079.84177654
2019-04-11,118.25810136,41481,4671285.17041522
2019-04-12,118.31910754,41263,4651922.73333333
2019-04-13,117.14053786,40924,4619684.49179104
2019-04-14,114.74117126,40695,4599686.84866221
2019-04-15,110.10958987,40431,4573429.93370166
2019-04-16,109.90415547,40233,4550324.70827943
2019-04-17,117.31384800,41644,4697105.30616114
2019-04-18,120.74554446,41720,4708502.77552743
2019-04-19,123.76646830,41585,4702324.52579710
2019-04-20,126.83463915,41537,4712846.28188976
2019-04-21,127.67005626,41314,4703195.96374889
2019-04-22,127.21260011,41050,4688292.47049689
2019-04-23,125.89657618,40861,4682520.98896769
2019-04-24,123.57661202,40715,4681054.59955752
2019-04-25,120.74577574,40558,4675873.66880342
2019-04-26,117.16244746,40443,4671662.72079439
2019-04-27,116.03936742,40448,4676478.64199873
2019-04-28,116.62286376,40765,4714353.91671660
2019-04-29,117.95187517,41055,4749131.70644922
2019-04-30,118.52393287,41062,4752423.33395639
2019-05-01,118.90503808,41035,4752723.91171750
2019-05-02,119.04092299,41009,4753226.74293591
2019-05-03,119.44031741,40997,4756335.06694856
2019-05-04,119.18285962,40961,4757130.54220315
2019-05-05,119.23188696,40920,4756689.28043040
2019-05-06,119.34333987,40979,4768045.81499395
2019-05-07,120.28482515,40989,4773241.80766028
2019-05-08,120.16795599,41016,4781091.25409836
2019-05-09,118.73933286,40892,4772276.18219462
2019-05-10,117.23288074,40685,4751781.81006006
2019-05-11,115.39525461,40677,4752543.74045139
2019-05-12,112.29716705,40524,4733906.03791774
2019-05-13,110.31802504,40447,4720237.54742715
2019-05-14,109.78385247,40589,4728227.12117715
2019-05-15,110.88178621,40876,4751074.26207386
2019-05-16,111.22728706,41068,4763651.68697343
2019-05-17,111.74948507,41016,4751093.53451552
2019-05-18,112.32233934,41014,4745465.44824841
2019-05-19,112.40538153,41038,4742977.53072626
2019-05-20,113.24126915,41000,4734190.81937322
2019-05-21,115.66398880,41181,4751325.57172848
2019-05-22,116.90859272,41261,4759402.69634231
2019-05-23,117.84812435,41180,4751767.06425406
2019-05-24,118.75062712,41109,4746231.07554226
2019-05-25,118.77629684,41064,4745435.97666935
2019-05-26,116.55377994,40848,4725326.55391121
2019-05-27,114.89378601,40570,4695231.07147629
2019-05-28,114.35304936,40742,4714633.26850764
2019-05-29,115.75067967,40852,4725873.22639149
2019-05-30,117.41117132,41194,4764162.73802083
2019-05-31,122.20925571,41300,4778195.88532110
2019-06-01,125.40069345,41642,4825157.69840061
2019-06-02,126.95281129,41383,4805993.26362897
2019-06-03,127.13108162,41141,4789892.93670886
2019-06-04,126.32831680,40970,4782745.49921997
2019-06-05,125.04220534,40809,4775694.76384365
2019-06-06,122.14672455,40665,4770873.65175909
2019-06-07,121.12807260,40637,4775310.06898907
2019-06-08,120.25512052,40707,4789264.52702703
2019-06-09,118.49357309,40730,4796508.04161332
2019-06-10,117.41652287,40702,4795408.08580858
2019-06-11,118.53797200,40807,4807511.99441341
2019-06-12,119.56447190,41128,4845692.34293369
2019-06-13,120.18078928,41079,4842018.18261505
2019-06-14,120.57094146,41070,4843705.85442514
2019-06-15,119.96562859,40951,4832916.98367859
2019-06-16,119.81630510,40909,4830913.14793741
2019-06-17,119.73814577,40911,4833605.90727624
2019-06-18,120.25916333,40942,4839556.54474708
2019-06-19,120.88914996,41049,4855046.19959541
2019-06-20,121.40293608,41055,4858989.23934181
2019-06-21,121.88897953,41046,4861446.89288775
2019-06-22,121.07350978,40975,4857113.25168539
2019-06-23,119.27420139,40804,4840748.44140127
2019-06-24,118.31000409,40719,4832474.11906231
2019-06-25,118.09060150,40814,4843704.16119829
2019-06-26,118.29701451,40885,4851559.54135338
2019-06-27,118.75092772,40994,4863629.57761286
2019-06-28,118.64975058,40980,4861937.07704403
2019-06-29,118.22333202,40953,4859087.36910805
2019-06-30,117.06747918,40831,4844398.75040872
2019-07-01,119.15987228,41054,4868738.08197788
2019-07-02,121.05869597,41178,4882906.44583594
2019-07-03,124.33388048,41345,4905180.87385483
2019-07-04,127.11076036,41480,4928486.36733186
2019-07-05,128.00391722,41287,4914244.73908918
2019-07-06,128.49151948,41156,4908847.51617995
2019-07-07,127.32421359,40947,4896321.70965469
2019-07-08,125.40166001,40763,4885903.29627601
2019-07-09,126.68253425,40840,4903667.31218089
2019-07-10,126.91598759,41064,4940120.71231979
2019-07-11,128.24567166,41121,4957431.56554054
2019-07-12,128.71959712,41046,4958217.62460064
2019-07-13,127.62962984,40957,4958750.40666150
2019-07-14,125.75327246,40743,4941808.29749104
2019-07-15,124.20627505,40686,4942002.11784141
2019-07-16,125.90364725,40870,4969532.03892617
2019-07-17,126.95582080,41120,5005708.69307637
2019-07-18,127.47016029,41110,5011605.22400000
2019-07-19,128.43229070,41051,5011653.79169413
2019-07-20,129.37737172,41114,5027843.72452504
2019-07-21,128.44644382,40994,5022287.09562639
2019-07-22,127.35284150,40798,5005888.00531915
2019-07-23,126.60622575,40784,5011516.82534870
2019-07-24,126.52468700,40886,5029964.95318215
2019-07-25,126.06986508,40899,5036810.38865248
2019-07-26,126.30049826,40875,5037594.66247050
2019-07-27,125.42755447,40935,5049770.45255973
2019-07-28,123.31972909,40750,5030744.63699156
2019-07-29,121.27910682,40615,5015398.89065363
2019-07-30,120.71681049,40695,5023267.41660802
2019-07-31,120.13257351,40817,5034579.09245173
2019-08-01,120.96990230,40967,5048116.00903070
2019-08-02,123.62688210,41163,5068425.84356035
2019-08-03,125.20481699,41290,5082772.65866873
2019-08-04,125.59450915,41187,5072200.65895062
2019-08-05,126.52748650,41048,5058144.09704641
2019-08-06,127.85455620,41126,5072421.82697548
2019-08-07,129.46735966,41129,5077987.56627517
2019-08-08,129.63997202,41163,5090448.55371353
2019-08-09,130.56850114,41025,5080575.70324575
2019-08-10,129.91203867,41087,5098021.11449753
2019-08-11,128.02016530,40803,5070157.86567164
2019-08-12,125.71000866,40680,5060906.73719926
2019-08-13,124.87838906,40713,5068493.65215240
2019-08-14,127.81907459,41040,5110163.82907232
2019-08-15,129.48415508,41273,5142372.86150845
2019-08-16,131.81123274,41246,5145768.58291771
2019-08-17,134.03620179,41313,5163146.84568966
2019-08-18,134.09295851,41220,5163182.61154177
2019-08-19,132.72709915,40920,5135288.67126623
2019-08-20,130.35756014,40747,5123360.66837024
2019-08-21,130.47984249,40784,5135797.85799257
2019-08-22,129.93871449,40935,5161835.49316109
2019-08-23,128.90610474,40805,5150647.36265060
2019-08-24,128.21058505,40841,5159713.81767181
2019-08-25,127.43402456,40819,5160073.16920152
2019-08-26,127.88653596,40887,5170709.89330025
2019-08-27,129.55012352,41064,5194927.52133437
2019-08-28,130.86313097,41164,5211166.37373096
2019-08-29,131.66038597,41136,5214206.52131148
2019-08-30,132.38724250,41036,5207581.52790854
2019-08-31,134.56783299,41207,5237183.64119067
2019-09-01,134.06303953,41111,5234049.98196078
2019-09-02,132.89023570,40887,5213987.41479821
2019-09-03,131.18228655,40750,5204076.29198081
2019-09-04,130.27828291,40767,5212166.56664600
2019-09-05,130.00200356,40771,5216433.06807667
2019-09-06,131.23912980,40995,5248716.61659808
2019-09-07,131.41709201,41053,5260521.21739130
2019-09-08,131.07159074,40955,5252331.24806202
2019-09-09,131.10846252,40891,5247966.82244224
2019-09-10,131.59794317,41005,5267128.88705416
2019-09-11,131.74647538,40995,5269996.26626776
2019-09-12,131.52503834,40977,5272008.87260359
2019-09-13,133.13236099,41008,5280143.19140625
2019-09-14,132.87293781,41101,5297438.67647059
2019-09-15,130.20416983,40814,5265710.92552301
2019-09-16,127.14335409,40542,5233297.38489775
2019-09-17,127.48947977,40744,5257626.71720501
2019-09-18,127.20117533,40894,5274331.19771863
2019-09-19,126.55376830,40859,5267677.43475907
2019-09-20,128.99108651,40947,5276450.75706646
2019-09-21,130.70782754,41299,5319884.70194384
2019-09-22,130.68025435,41133,5300768.84154663
2019-09-23,130.04573495,40936,5277909.78151261
2019-09-24,129.42069666,40890,5274018.04525223
2019-09-25,127.15261142,40769,5259477.88733380
2019-09-26,126.38595596,40660,5244347.24789644
2019-09-27,125.60442406,40828,5262255.88787666
2019-09-28,125.22477404,40846,5260501.67168675
2019-09-29,123.32808563,40805,5250091.67157191
2019-09-30,121.29672233,40660,5225570.86612022
2019-10-01,121.07788101,40743,5226722.10201794
2019-10-02,122.03221395,40935,5239782.76096922
2019-10-03,123.63857400,41175,5259723.38019560
2019-10-04,125.33265585,41234,5260244.98902707
2019-10-05,126.61038888,41202,5252522.77769347
2019-10-06,126.75412126,41135,5242136.72625698
2019-10-07,126.68227836,40985,5222442.45814978
2019-10-08,127.93005977,40935,5215350.24849809
2019-10-09,131.50628954,41329,5265298.24595469
2019-10-10,133.57935170,41401,5278653.36704835
2019-10-11,136.77347004,41340,5278144.64108031
2019-10-12,139.56329540,41433,5301575.68674699
2019-10-13,140.46265235,41267,5293630.42108586
2019-10-14,141.88362278,41240,5308198.94379391
2019-10-15,142.21184566,41098,5305416.25975104
2019-10-16,140.62379129,40935,5301310.60428994
2019-10-17,138.19662318,40743,5291005.03840473
2019-10-18,137.14846540,40683,5294861.39672642
2019-10-19,134.60969322,40690,5307064.90264256
2019-10-20,131.01353895,40538,5294559.46288799
2019-10-21,129.28350190,40428,5282131.45947593
2019-10-22,129.87515494,40740,5321527.22032787
2019-10-23,129.68934356,40937,5345316.66107784
2019-10-24,130.91387410,40925,5342810.86148008
2019-10-25,132.69018658,41151,5372249.45631769
2019-10-26,134.57336394,41239,5385706.21526104
2019-10-27,134.64857760,41155,5379158.82625190
2019-10-28,134.36587865,40960,5358885.76216216
2019-10-29,133.03900254,40889,5354744.91461412
2019-10-30,130.13449659,40668,5329095.13004115
2019-10-31,127.39448755,40501,5307740.71675393
2019-11-01,126.32254395,40634,5321156.04526749
2019-11-02,124.38592736,40720,5326134.12017995
2019-11-03,124.77498258,40750,5321663.63129689
2019-11-04,126.87787529,41022,5347270.29323758
2019-11-05,129.94070648,41313,5377735.65193746
2019-11-06,132.22657078,41394,5386017.67632450
2019-11-07,133.49844910,41252,5369356.21955959
2019-11-08,135.88170319,41204,5366829.61614825
2019-11-09,138.33343893,41384,5397908.85747847
2019-11-10,139.24894598,41200,5382231.89224490
2019-11-11,138.90858209,41050,5373578.65613519
2019-11-12,137.06099126,40854,5358688.11633466
2019-11-13,134.80802302,40695,5345811.82675045
2019-11-14,130.20644080,40493,5324639.67313019
2019-11-15,126.71038079,40305,5300199.74406671
2019-11-16,124.61530612,40433,5311158.89303079
2019-11-17,124.94396719,40603,5324503.36888627
2019-11-18,127.73586781,41018,5367339.71310508
2019-11-19,131.18261166,41420,5411464.81773050
2019-11-20,133.41297485,41339,5400085.35455861
2019-11-21,135.41951126,41293,5397439.53269448
2019-11-22,138.53435675,41309,5405278.72856078
2019-11-23,141.34389114,41394,5425122.31937173
2019-11-24,144.44144234,41393,5437742.38876014
2019-11-25,148.54016318,41563,5480498.11083744
2019-11-26,150.14991438,41397,5477296.61637081
2019-11-27,149.68531235,41121,5458803.80153322
2019-11-28,146.93666817,40852,5444368.34937759
2019-11-29,142.14309261,40527,5418704.49074074
2019-11-30,136.86907548,40273,5396651.01032924
2019-12-01,133.58479957,40260,5401408.05736544
2019-12-02,128.35081483,40373,5417722.98707483
2019-12-03,125.37621319,40183,5389198.31310141
2019-12-04,123.37261727,40408,5406972.47382063
2019-12-05,124.09289134,40692,5427772.22007941
2019-12-06,125.94896546,41023,5453685.39023162
2019-12-07,131.73585958,41312,5479266.97137405
2019-12-08,141.35737921,42054,5569240.58144330
2019-12-09,149.11259636,42168,5592459.24808836
2019-12-10,154.90138430,42051,5593273.39246779
2019-12-11,158.03339931,41711,5569737.25093633
2019-12-12,158.41219987,41287,5537205.85424354
2019-12-13,156.01146730,40940,5516306.99532273
2019-12-14,150.24974954,40580,5493698.95755968
2019-12-15,143.11677271,40173,5455464.39064090
2019-12-16,133.31968656,39815,5418850.35654127
2019-12-17,131.78675753,39711,5406056.80971660
2019-12-18,134.83760730,40794,5542283.36519871
2019-12-19,137.10485150,41212,5595328.42251656
2019-12-20,138.81239535,41230,5598126.19842657
2019-12-21,140.03239219,41215,5599256.32737170
2019-12-22,138.21609602,41031,5579504.92341842
2019-12-23,135.71806791,40586,5522280.74035088
2019-12-24,135.53213954,40782,5549293.94596443
2019-12-25,135.65980061,40868,5560589.82222222
2019-12-26,134.92033856,40926,5568423.16268657
2019-12-27,134.14150866,40840,5555886.88716418
2019-12-28,135.03195978,40911,5563240.54509284
2019-12-29,136.53130929,41124,5589581.08921162
2019-12-30,137.64005400,41158,5594098.79969302
2019-12-31,137.89537849,41065,5583290.17918677
2020-01-01,137.18648807,40941,5568771.49099099
2020-01-02,136.28561683,40833,5555821.74768354
2020-01-03,135.47969851,40814,5553894.98714202
2020-01-04,137.34513841,40934,5569630.58472401
2020-01-05,139.38643431,41191,5605566.73955179
2020-01-06,142.11748900,41243,5616478.25914634
2020-01-07,144.54994652,41321,5634111.17427969
2020-01-08,146.61911097,41269,5637439.14070681
2020-01-09,148.98063086,41275,5651882.07588076
2020-01-10,150.28441724,41249,5663907.92824705
2020-01-11,149.94480866,41082,5656579.31772334
2020-01-12,147.87106145,40929,5653686.96215781
2020-01-13,144.20050715,40613,5622098.77237049
2020-01-14,141.75072528,40442,5606973.73955179
2020-01-15,140.24430338,40679,5646072.70739550
2020-01-16,137.65305492,40633,5642493.13443709
2020-01-17,136.00816707,40572,5633638.90148368
2020-01-18,136.26878682,40808,5662560.06751592
2020-01-19,137.33561756,40938,5676519.22322503
2020-01-20,138.48424799,41115,5698089.19331912
2020-01-21,139.37143798,41094,5694471.74393109
2020-01-22,138.93782689,41032,5686446.39775910
2020-01-23,137.11647124,40831,5659310.42068361
2020-01-24,135.35162479,40694,5639864.62614980
2020-01-25,133.26370261,40666,5632501.54229935
2020-01-26,131.92928711,40626,5621217.25351213
2020-01-27,130.02295006,40730,5625470.39856115
2020-01-28,128.33375518,40622,5601107.80507974
2020-01-29,128.75647707,40754,5606434.87049399
2020-01-30,130.55367995,41026,5628972.14825753
2020-01-31,132.75276442,41213,5642467.84375000
2020-02-01,133.68204473,41236,5638031.30528512
2020-02-02,134.36682513,41110,5616629.89141414
2020-02-03,134.80986370,41056,5606095.53786408
2020-02-04,135.41166569,41039,5600884.44662921
2020-02-05,135.78981864,41031,5597799.58868715
2020-02-06,135.55512757,40997,5592419.19859813
2020-02-07,135.07721359,40885,5576159.65767790
2020-02-08,135.15743837,40919,5579240.23092236
2020-02-09,134.00214640,40873,5570922.57825267
2020-02-10,133.15020266,40801,5558326.57763975
2020-02-11,132.69113816,40834,5558835.79923664
2020-02-12,132.70492408,40896,5562593.89878543
2020-02-13,132.35458021,40907,5559072.17952636
2020-02-14,130.85798957,40852,5546992.12696148
2020-02-15,130.37507118,40762,5529805.20301348
2020-02-16,127.82743604,40738,5519061.49369748
2020-02-17,124.94010999,40533,5482524.03088803
2020-02-18,122.93829468,40525,5468092.19807345
2020-02-19,123.39491395,40670,5473084.50433705
2020-02-20,123.50869553,41134,5512341.36279926
2020-02-21,121.10265392,40829,5459509.23240938
2020-02-22,120.09708194,40579,5412955.99121901
2020-02-23,122.20910800,40919,5435435.91711072
2020-02-24,125.00099265,41282,5462295.96388262
2020-02-25,130.55049295,41403,5467817.08585313
2020-02-26,139.57991829,42162,5558749.13760807
2020-02-27,147.12867181,42131,5562362.08414726
2020-02-28,152.40068677,41857,5541337.43271375
2020-02-29,157.08347541,41723,5545257.63585434
2020-03-01,159.19549174,41523,5548136.23614275
2020-03-02,161.34051020,41256,5536460.62266501
2020-03-03,165.62853168,41502,5612721.80111008
2020-03-04,166.42117114,41329,5625127.40570934
2020-03-05,163.78460567,40975,5610394.03621908
2020-03-06,159.55606587,40655,5597250.48536355
2020-03-07,150.83795425,40249,5568041.92233787
2020-03-08,140.20379587,39823,5527998.63636364
2020-03-09,134.05961504,39758,5524656.70897588
2020-03-10,134.47573445,40132,5572986.38581207
2020-03-11,137.13405099,41150,5700964.30704225
2020-03-12,140.75205974,41183,5703028.65048544
2020-03-13,143.50931114,41447,5740316.65423112
2020-03-14,144.59461676,41296,5724119.65263158
2020-03-15,143.49610748,41035,5695122.09600000
2020-03-16,141.21137983,40808,5670017.75401070
2020-03-17,137.52431269,40592,5644057.81130742
2020-03-18,134.30497203,40435,5622646.23421717
2020-03-19,131.52167918,40468,5622008.80265849
2020-03-20,132.68760769,40731,5648022.65663580
2020-03-21,133.44013186,41020,5677845.71122995
