day,tx_count,sum_sent,sum_fees
2017-06-22,3602,166854.05102107,0.20514137
2017-06-23,8746,531752.51500760,16.02979436
2017-06-24,4065,166480.47488217,0.11971343
2017-06-25,8231,484689.42145406,2.59933041
2017-06-26,3931,156125.19335604,0.44320399
2017-06-27,8393,500072.11972771,2.13032877
2017-06-28,4421,163766.07421213,0.12323208
2017-06-29,9048,505776.88108912,5.65261258
2017-06-30,4319,158577.68024408,0.20880515
2017-07-01,7474,566930.20518494,0.65857665
2017-07-02,3740,141448.42556137,0.09082465
2017-07-03,7590,469955.70801443,0.28387116
2017-07-04,4272,182473.89437028,0.12812976
2017-07-05,5904,367253.07722063,0.08996278
2017-07-06,6000,324934.11262637,0.03540343
2017-07-07,5553,308185.75789874,0.08331634
2017-07-08,6321,374321.70868416,0.29702590
2017-07-09,5547,324118.21179037,0.16952312
2017-07-10,5935,368968.77177261,0.65399215
2017-07-11,5845,804347.86654083,0.30611072
2017-07-12,5484,509394.48743623,0.37007105
2017-07-13,6182,374386.36436832,0.27870816
2017-07-14,5193,320842.91531324,0.11938993
2017-07-15,5504,286921.31544831,0.07615302
2017-07-16,7215,488326.73643077,0.22260800
2017-07-17,6332,343077.09031621,0.11160125
2017-07-18,7133,912228.99235594,0.32729116
2017-07-19,7391,659115.97928588,0.08768331
2017-07-20,6699,585155.71257894,0.09024611
2017-07-21,6761,384968.28064815,0.07701750
2017-07-22,6193,340931.03525870,0.06127589
2017-07-23,6080,317756.83127897,0.07608130
2017-07-24,6222,326085.74701961,0.02649342
2017-07-25,5842,326106.72041703,0.09565427
2017-07-26,6307,417973.43209908,0.17338052
2017-07-27,7307,1676752.94302803,0.07574975
2017-07-28,6446,337436.30608531,0.14432491
2017-07-29,6116,353394.02760622,0.03558184
2017-07-30,6871,832752.52449365,0.07246289
2017-07-31,6929,574001.38250996,0.32569209
2017-08-01,5977,358518.30236105,0.03225337
2017-08-02,6831,355346.96981955,0.03810860
2017-08-03,6058,316391.24602806,0.03442244
2017-08-04,6218,340749.15483027,0.04274040
2017-08-05,6815,381352.83777402,0.04124939
2017-08-06,6113,511730.97469153,0.19987119
2017-08-07,6872,625267.72014638,0.08740262
2017-08-08,7295,572719.01979529,0.07438340
2017-08-09,6984,464673.76489170,0.09608407
2017-08-10,6367,383306.40612814,0.03826602
2017-08-11,6329,396432.68947150,0.01925744
2017-08-12,6136,458614.76834241,0.15435417
2017-08-13,6381,681949.88035133,0.02534808
2017-08-14,6946,715833.31108816,0.24733804
2017-08-15,6901,723250.16659238,0.09858106
2017-08-16,6817,622388.81053724,1.26005818
2017-08-17,5509,420085.68554827,0.06396677
2017-08-18,6166,649443.11726069,0.07474898
2017-08-19,6655,729232.51122225,0.06955270
2017-08-20,6426,489012.48743198,0.03591285
2017-08-21,6059,465512.59384379,0.09538697
2017-08-22,6046,470053.24018931,0.06880842
2017-08-23,7020,507955.33429726,0.10920841
2017-08-24,6625,500546.70653992,0.24919716
2017-08-25,5509,418272.53299062,0.10770878
2017-08-26,6262,493530.61266580,0.15993953
2017-08-27,7755,724132.15372903,0.13823690
2017-08-28,6591,451653.16491987,0.13506026
2017-08-29,7121,567315.24769129,0.14942997
2017-08-30,5488,967776.70835588,0.15744010
2017-08-31,6178,4943566.31401479,0.03944809
2017-09-01,6224,2298679.91931027,0.10267129
2017-09-02,4780,455621.21779069,0.04687621
2017-09-03,5081,403832.50333679,0.00091861
2017-09-04,5455,482174.13363145,0.03292618
2017-09-05,5195,423978.02119112,0.04361098
2017-09-06,4480,348790.04586334,0.00293583
2017-09-07,5589,463764.49541565,0.01085868
2017-09-08,4933,575867.66982613,0.04874709
2017-09-09,4851,463486.56470539,0.01429799
2017-09-10,4926,369051.26394499,0.02202425
2017-09-11,5313,416023.48122119,0.12979696
2017-09-12,5320,399001.90689731,0.10550241
2017-09-13,5258,460218.47183621,0.19254139
2017-09-14,4978,405990.91617189,0.01636791
2017-09-15,5762,412459.09516876,0.06410428
2017-09-16,5073,361621.00655874,0.15361690
2017-09-17,4543,347806.68381442,0.07764331
2017-09-18,5246,542472.81260969,0.02135539
2017-09-19,5855,435592.22866812,0.18767586
2017-09-20,6256,492463.98799821,0.03741281
2017-09-21,5155,381175.32160765,0.21195223
2017-09-22,4565,344188.72858310,0.01181845
2017-09-23,5132,373387.69008496,0.14779449
2017-09-24,5482,382262.21036600,0.03262171
2017-09-25,4744,333537.47330061,0.02994039
2017-09-26,5041,356998.71772785,0.06111098
2017-09-27,4741,331307.02312685,0.23549811
2017-09-28,5279,378468.52560563,0.04804749
2017-09-29,5290,354917.77327863,0.02873275
2017-09-30,4506,352840.54621127,0.03055158
2017-10-01,5667,445735.84489981,0.91553658
2017-10-02,5106,383281.67493793,0.03025532
2017-10-03,5165,414250.89957786,0.17031546
2017-10-04,4975,372762.13849503,0.04559272
2017-10-05,4707,373356.77375008,0.18220792
2017-10-06,5228,391044.50547829,0.03801585
2017-10-07,4667,323137.01250521,0.04582727
2017-10-08,4425,323747.21824947,0.07521663
2017-10-09,4589,339315.50509094,0.07206808
2017-10-10,5076,546382.71486818,0.19961157
2017-10-11,4816,334915.26720022,0.05127548
2017-10-12,6493,537872.31402092,0.01761416
2017-10-13,5120,378412.47025442,0.19578515
2017-10-14,4697,349620.18158252,0.05115184
2017-10-15,4643,334944.78914809,0.13133516
2017-10-16,4991,371658.39849498,0.14730341
2017-10-17,5170,405142.02987938,0.03785412
2017-10-18,5045,391318.05927991,0.00841434
2017-10-19,4682,336500.90369825,0.04467362
2017-10-20,5335,383237.21907752,0.03756793
2017-10-21,5823,577896.70878203,0.02792037
2017-10-22,4665,705551.67932025,0.29355150
2017-10-23,6752,3241847.01125310,0.56863295
2017-10-24,5721,1209456.06727674,0.09530601
2017-10-25,3141,215632.37770704,0.30332853
2017-10-26,3863,270046.80319303,0.08921919
2017-10-27,4259,351263.65448988,0.06679332
2017-10-28,4114,310201.04450697,0.05928656
2017-10-29,3704,326215.92228304,0.86478396
2017-10-30,6532,697690.05145921,0.59329224
2017-10-31,5095,413104.46492924,0.14100596
2017-11-01,4722,452595.13646747,0.54557696
2017-11-02,5738,657622.67330372,0.06276593
2017-11-03,4369,383256.77889506,0.02212985
2017-11-04,5436,524739.81646610,0.06410712
2017-11-05,4722,400092.70302917,0.07462649
2017-11-06,5257,456652.61678358,0.12299007
2017-11-07,5716,508596.73062918,0.17444246
2017-11-08,4795,394112.02733142,0.08681126
2017-11-09,5323,412307.77777220,0.13533216
2017-11-10,5782,529362.39802785,0.11280083
2017-11-11,4409,362350.91802312,0.01854260
2017-11-12,5063,398491.24412035,0.03696327
2017-11-13,5741,551612.33712063,0.20283426
2017-11-14,4936,378458.43625813,0.15480892
2017-11-15,5209,413171.44276338,0.19639222
2017-11-16,5510,427031.47789292,0.04882305
2017-11-17,5234,414277.46855535,0.08161903
2017-11-18,4726,388634.18946211,0.15426879
2017-11-19,5170,394860.27681246,0.15724370
2017-11-20,5619,457480.01810801,0.04762902
2017-11-21,4732,435434.02935155,0.08779818
2017-11-22,5366,412479.64300368,0.05341750
2017-11-23,4933,382040.22294362,0.16557240
2017-11-24,5177,389657.68633440,0.23038613
2017-11-25,5049,414898.82996807,0.12594296
2017-11-26,5959,466362.08477638,0.20227794
2017-11-27,9214,865889.47904494,0.03912927
2017-11-28,5806,461014.20159015,0.16598444
2017-11-29,6294,1414973.30529900,0.14384968
2017-11-30,5198,885457.64653611,0.29217159
2017-12-01,4563,405160.18768090,0.00939081
2017-12-02,4448,803186.55228162,1.12885557
2017-12-03,4164,477750.77029702,0.12995940
2017-12-04,5249,477093.00598479,0.09044546
2017-12-05,6320,601162.73392181,0.11089608
2017-12-06,5236,660525.37240258,0.21266531
2017-12-07,5198,530995.37016134,0.09130389
2017-12-08,5255,638388.83128805,0.20975075
2017-12-09,5072,447732.64519419,0.16042290
2017-12-10,5210,431632.11568022,0.06511018
2017-12-11,5267,441705.65982978,0.09907930
2017-12-12,5701,685434.65299190,0.01086368
2017-12-13,6535,534848.92565875,0.46052964
2017-12-14,4975,389948.48431880,0.31835277
2017-12-15,7293,670851.63363742,0.20016917
2017-12-16,6320,496242.59322250,0.15415276
2017-12-17,6033,450093.85079032,0.13165306
2017-12-18,4794,367135.36430640,0.13842312
2017-12-19,6363,498002.54515991,0.23453847
2017-12-20,5315,383999.10391878,0.02869658
2017-12-21,5428,450978.51119626,0.17068969
2017-12-22,5454,467738.64527238,0.04593710
2017-12-23,5031,596363.30296963,0.04756321
2017-12-24,5289,480082.03095219,0.17941816
2017-12-25,5179,473147.24236970,0.18561952
2017-12-26,5127,392911.01260833,0.02883470
2017-12-27,5407,391351.41566399,0.04864350
2017-12-28,5836,501900.74312815,0.07495483
2017-12-29,5660,420476.79425968,0.01449061
2017-12-30,5866,742250.87666491,0.06167711
2017-12-31,5462,557381.55997588,0.02515352
2018-01-01,4945,548881.53731025,0.40095193
2018-01-02,5609,599860.22274658,0.02359137
2018-01-03,5305,789900.11133423,0.04006140
2018-01-04,5048,1069993.03826501,0.02254608
2018-01-05,4423,386362.63721173,0.00931988
2018-01-06,4492,395288.01160093,0.01843941
2018-01-07,5470,691397.59476776,0.04044128
2018-01-08,6295,608781.52910026,0.04681626
2018-01-09,4903,477594.55974137,0.07938044
2018-01-10,5480,497378.27655488,0.02264887
2018-01-11,5264,535767.99007390,0.00423385
2018-01-12,5428,523754.94967690,0.04671564
2018-01-13,5977,506043.24698556,0.14914750
2018-01-14,5497,515474.74508439,0.01528657
2018-01-15,5440,498505.44624828,0.20080198
2018-01-16,4334,535956.30437122,0.12956923
2018-01-17,5353,480562.72375831,0.10304319
2018-01-18,5634,605470.12333643,0.04208970
2018-01-19,5435,560062.19101175,0.14431254
2018-01-20,4851,395330.46656198,0.05360788
2018-01-21,4929,432729.89611972,0.14021494
2018-01-22,4679,407175.59571447,0.07951311
2018-01-23,5023,438207.37321375,0.07756813
2018-01-24,5276,448918.36855358,0.05033915
2018-01-25,5062,418636.27029165,0.22524069
2018-01-26,5010,451273.45139356,0.46085852
2018-01-27,5759,540484.81354193,0.35683021
2018-01-28,5030,444226.77352652,0.04525267
2018-01-29,4855,411564.51935192,0.20559534
2018-01-30,5904,581455.77526881,0.62588070
2018-01-31,6426,592765.02287573,0.16637040
2018-02-01,5593,478217.66018653,0.09262322
2018-02-02,5946,565569.60289109,0.04288288
2018-02-03,5525,520662.54528410,0.04022493
2018-02-04,5210,514935.59983017,0.02185349
2018-02-05,4756,431123.23154420,0.01754469
2018-02-06,5367,499040.24527914,0.01290778
2018-02-07,5405,495614.73819577,0.06140287
2018-02-08,5055,479442.83831666,0.10536848
2018-02-09,4889,474161.20196611,0.24241072
2018-02-10,5644,536142.93644992,0.16299655
2018-02-11,4808,398564.02444551,0.00888827
2018-02-12,5142,424718.88334057,0.01821173
2018-02-13,5486,467009.99328038,0.07175651
2018-02-14,5519,442664.09981189,0.07332284
2018-02-15,5235,435864.89074315,0.10059387
2018-02-16,4824,385215.07583675,0.03253096
2018-02-17,5309,474237.88618137,0.14141380
2018-02-18,4920,420081.28511850,0.01478011
2018-02-19,5185,422940.69719758,0.03475117
2018-02-20,4763,383112.01709873,0.06037628
2018-02-21,5036,439333.37173377,0.00308026
2018-02-22,5077,438541.94464405,0.07588086
2018-02-23,4772,415792.02449201,0.00698207
2018-02-24,4847,414010.43253096,0.01143310
2018-02-25,5021,450336.27845417,0.03796177
2018-02-26,4929,494523.54745160,0.00123023
2018-02-27,5397,456303.53649053,0.01279241
2018-02-28,4757,561278.65561523,0.00408128
2018-03-01,5105,550747.84302342,0.05913768
2018-03-02,5018,436098.10750283,0.29930412
2018-03-03,4613,407091.16708752,0.02526948
2018-03-04,4526,404473.13552367,0.01941061
2018-03-05,5130,477914.01013481,0.00418904
2018-03-06,4986,444765.53816083,0.01569132
2018-03-07,4552,535132.85579062,0.01071291
2018-03-08,4658,477989.29165036,0.00639550
2018-03-09,4875,450684.67770500,0.01979926
2018-03-10,5433,472593.98451697,0.11821879
2018-03-11,4828,431744.18514614,0.05195503
2018-03-12,5589,479386.66535718,0.01926863
2018-03-13,5028,447808.67088868,0.01560307
2018-03-14,4303,577217.22205509,2.28647005
2018-03-15,5081,549508.20608673,0.00239703
2018-03-16,4857,537256.08628769,0.01089147
2018-03-17,4530,445503.05404564,0.00752579
2018-03-18,4616,423044.75840198,0.01376269
2018-03-19,4869,510270.32485592,0.00968438
2018-03-20,4489,394522.76331974,0.00263102
2018-03-21,4945,447917.29363440,0.00210583
2018-03-22,5112,543022.43994092,0.01223572
2018-03-23,4323,370985.32754067,0.03135149
2018-03-24,4543,397556.61378380,0.00623072
2018-03-25,5260,524147.56655526,0.00526887
2018-03-26,4646,402609.76529118,0.00716669
2018-03-27,4838,464418.10647742,0.01810594
2018-03-28,4051,377419.79912539,0.01818191
2018-03-29,4440,442774.82350911,0.04834615
2018-03-30,4580,419342.31253810,0.03474180
2018-03-31,4866,477246.62330318,0.07594430
2018-04-01,3658,366761.42189316,0.02684370
2018-04-02,5317,497507.88961778,0.01337073
2018-04-03,5482,643613.14738585,0.01153993
2018-04-04,4725,455763.36603721,0.01093790
2018-04-05,4832,439352.23189228,0.00675131
2018-04-06,3802,363550.65275800,0.01503387
2018-04-07,4706,457002.12098722,0.01364754
2018-04-08,4716,455445.57429730,0.01919754
2018-04-09,4997,678683.85143214,0.01239609
2018-04-10,3978,405970.08389906,0.00611306
2018-04-11,5209,520098.63169941,0.00649391
2018-04-12,4562,455872.10870272,0.00325425
2018-04-13,5155,477272.93986377,0.02104874
2018-04-14,4492,412852.93299033,0.00637597
2018-04-15,4911,612806.98462820,0.00864856
2018-04-16,4173,616665.04562744,0.00747788
2018-04-17,6048,507129.26800746,0.00607031
2018-04-18,4111,396117.41708941,0.00477256
2018-04-19,4695,481978.32629277,0.00942170
2018-04-20,5198,531297.28484605,0.01581594
2018-04-21,4621,461370.13610834,0.00658489
2018-04-22,4824,476122.83890704,0.01809296
2018-04-23,4533,478178.68081358,0.00928571
2018-04-24,4798,496600.83294078,0.02330047
2018-04-25,5896,892179.92877820,0.01889941
2018-04-26,4157,470208.20296341,0.00822088
2018-04-27,5679,574726.00451329,0.03843201
2018-04-28,4822,497131.06458723,0.01124074
2018-04-29,4345,417023.73308902,0.00463408
2018-04-30,4652,458888.54675479,0.00493226
2018-05-01,4619,439853.03268086,0.01280574
2018-05-02,4932,478991.56624897,0.00204563
2018-05-03,5030,478996.50328043,0.01569792
2018-05-04,5021,514036.58453556,0.00711647
2018-05-05,5264,498582.84411807,0.01253500
2018-05-06,4722,440015.71717793,0.00920626
2018-05-07,5631,627601.28793008,0.00865045
2018-05-08,4991,574601.97214706,0.02913153
2018-05-09,5076,574931.27298980,0.00381546
2018-05-10,5012,497970.90234150,0.00457810
2018-05-11,4742,535490.07443835,0.00078563
2018-05-12,4024,427548.84382748,0.00998471
2018-05-13,4859,537675.83626170,0.00437227
2018-05-14,5614,623689.18468108,0.00343886
2018-05-15,5136,544253.91701251,0.00836929
2018-05-16,5065,500857.43979762,0.01557653
2018-05-17,5157,507071.87038033,0.02828344
2018-05-18,5106,532457.45551017,0.00331145
2018-05-19,5399,517316.76034560,0.01252270
2018-05-20,5200,495862.14411507,0.02319421
2018-05-21,5315,562538.83937960,0.00515907
2018-05-22,4858,471598.94636988,0.01758873
2018-05-23,5763,595683.83380811,0.00585406
2018-05-24,5160,515489.85785391,0.01178455
2018-05-25,5175,504554.00835701,0.00858631
2018-05-26,4512,443578.14020729,0.00594387
2018-05-27,4871,459248.99976002,0.01620860
2018-05-28,5326,513018.71929305,0.01178371
2018-05-29,5175,565940.16437670,0.01093930
2018-05-30,4683,434273.24335733,0.00496961
2018-05-31,5106,533237.58810305,0.00730773
2018-06-01,5337,539697.82897609,0.00709709
2018-06-02,5205,533882.88161648,0.00691348
2018-06-03,4257,411653.25092759,0.01148104
2018-06-04,5135,541748.21220319,0.01019463
2018-06-05,4211,410834.50682481,0.00000000
2018-06-06,5053,505102.43122279,0.01720063
2018-06-07,4936,629216.46195134,0.00730625
2018-06-08,5570,657489.53603701,0.00416059
2018-06-09,4783,532044.21802239,0.00508345
2018-06-10,4436,535849.24667153,0.00469545
2018-06-11,5117,618781.30418185,0.01115125
2018-06-12,5285,521705.04878241,0.01636866
2018-06-13,4808,556761.03919462,0.02166970
2018-06-14,5429,595059.50317766,0.00313483
2018-06-15,5248,713216.52264301,0.00176663
2018-06-16,4806,576887.29245462,0.00690583
2018-06-17,5302,651637.76829035,0.00539247
2018-06-18,4583,536790.70790347,0.01090844
2018-06-19,5667,598825.16357054,0.00431482
2018-06-20,4981,570582.45141815,0.00388589
2018-06-21,4777,522181.57929435,0.01862287
2018-06-22,5445,581929.94697305,0.00369545
2018-06-23,4921,539528.84539735,0.00673566
2018-06-24,4592,519131.87798602,0.01420909
2018-06-25,5002,533549.77410285,0.00645127
2018-06-26,5348,935960.69406941,0.00754970
2018-06-27,5760,839188.27799532,0.01256568
2018-06-28,4468,444486.02243431,0.00260823
2018-06-29,5129,509148.42771059,0.00292484
2018-06-30,4253,413994.85597351,0.00565296
2018-07-01,4704,452576.38815164,0.00165823
2018-07-02,5104,489200.68963654,0.00645747
2018-07-03,4621,442772.20146844,0.00757518
2018-07-04,5693,571874.64782505,0.04074075
2018-07-05,5022,516880.68659708,0.01761307
2018-07-06,6970,680568.51662012,0.00248062
2018-07-07,4946,448266.30877459,0.02200306
2018-07-08,4372,431255.48013294,0.00381444
2018-07-09,5248,537281.90197012,0.00219864
2018-07-10,4672,492371.49887565,0.00187905
2018-07-11,4740,494190.66922662,0.00962219
2018-07-12,4683,602811.88273454,0.00773855
2018-07-13,5055,731297.78028143,0.00671289
2018-07-14,4917,592702.57506090,0.00090863
2018-07-15,5537,695907.18726997,0.01106216
2018-07-16,4912,576277.52916063,0.00720117
2018-07-17,5879,612165.46389670,0.00811914
2018-07-18,5115,570051.45086134,0.02503421
2018-07-19,5097,501257.96395197,0.00494925
2018-07-20,5425,559293.07619026,0.00481386
2018-07-21,4636,506485.67738225,0.00729436
2018-07-22,4560,442716.48892923,0.00419163
2018-07-23,5224,523749.84142071,0.00077883
2018-07-24,5756,543552.30096850,0.00534465
2018-07-25,5453,941181.02498404,0.02789574
2018-07-26,5512,521334.67958156,0.00847221
2018-07-27,5194,489758.21044761,0.00221424
2018-07-28,5075,495703.17368828,0.02052204
2018-07-29,4821,471698.27018428,0.00169808
2018-07-30,4883,454019.70026326,0.01544510
2018-07-31,5526,530330.88639109,0.01427529
2018-08-01,5088,914457.76301526,0.00918383
2018-08-02,5454,2553711.09667073,0.00618585
2018-08-03,5866,561497.88338392,0.02462377
2018-08-04,5180,528708.18371105,0.00148144
2018-08-05,4581,467266.60280253,0.00223423
2018-08-06,4689,505423.64690376,0.01028844
2018-08-07,5105,570690.54411531,0.00442574
2018-08-08,4544,492489.84032573,0.00091812
2018-08-09,5014,543800.81475752,0.00388127
2018-08-10,5016,505582.81148718,0.00185563
2018-08-11,4611,494662.16379844,0.00296003
2018-08-12,5216,611901.70362445,0.00159283
2018-08-13,5242,528987.45087612,0.00191962
2018-08-14,5106,524357.14708313,0.00304308
2018-08-15,5177,549414.97684395,0.00449423
2018-08-16,4636,440935.12110612,0.00361043
2018-08-17,5664,579426.60107184,0.00462890
2018-08-18,5138,606724.01524981,0.00577638
2018-08-19,4635,490376.48693235,0.01625644
2018-08-20,5331,570480.65833976,0.01498383
2018-08-21,4914,541004.48229995,0.00265922
2018-08-22,5070,537598.53349743,0.00802886
2018-08-23,5406,556853.25931519,0.00258694
2018-08-24,4823,500377.16251811,0.00962689
2018-08-25,4608,450690.92633380,0.00236184
2018-08-26,5160,568803.50870683,0.00074003
2018-08-27,5216,532781.45385862,0.00342784
2018-08-28,4953,534363.27792445,0.00954477
2018-08-29,5522,515670.02602541,0.00335846
2018-08-30,5665,564533.94801016,0.07498906
2018-08-31,5095,544999.09982058,0.00375623
2018-09-01,4911,482455.49605668,0.01165230
2018-09-02,4787,508474.70158463,0.00287484
2018-09-03,5254,561462.99624281,0.00587948
2018-09-04,5268,555451.77147624,0.01891348
2018-09-05,4636,538998.84772623,0.00485603
2018-09-06,4867,603721.92864647,0.01543352
2018-09-07,4590,474443.52853574,0.02806438
2018-09-08,4741,489005.34760351,0.00343785
2018-09-09,5019,630346.40114707,0.01721023
2018-09-10,5288,640266.05096130,0.02059903
2018-09-11,5399,587100.17706837,0.00518721
2018-09-12,4639,497097.19145386,0.00328685
2018-09-13,5417,609224.19842442,0.00406095
2018-09-14,4994,548213.83181857,0.00196104
2018-09-15,4433,479558.42618612,0.00990926
2018-09-16,4646,499696.80654913,0.00129005
2018-09-17,5582,631475.74531357,0.00630185
2018-09-18,4436,510437.47999369,0.00913208
2018-09-19,4896,524445.34100984,0.00588306
2018-09-20,5040,511630.66220042,0.01448045
2018-09-21,4542,499705.93405550,0.01444551
2018-09-22,5499,612704.89974162,0.00712857
2018-09-23,4775,518703.16670523,0.02072409
2018-09-24,5083,565252.08804521,0.00282243
2018-09-25,4665,520187.62432249,0.00385226
2018-09-26,5431,564671.28733182,0.07828286
2018-09-27,4769,547265.16476556,0.00964435
2018-09-28,5425,581927.06113292,0.00412827
2018-09-29,4495,481906.70075791,0.01092159
2018-09-30,4327,443747.23404332,0.00761257
2018-10-01,5455,578204.61801918,0.00658743
2018-10-02,5061,532053.88714321,0.00659845
2018-10-03,5543,623397.01085975,0.02819135
2018-10-04,5062,601901.97735301,0.03727183
2018-10-05,4800,572602.69675442,0.03654307
2018-10-06,4871,566890.60730424,0.03536225
2018-10-07,4301,469022.03224202,0.01364611
2018-10-08,5258,614602.76972046,0.06376813
2018-10-09,4975,862059.25143749,0.04697811
2018-10-10,5254,629930.01753171,0.03948975
2018-10-11,5053,535640.18901007,0.03634448
2018-10-12,5076,509144.43180044,0.02476553
2018-10-13,4909,529815.68142914,0.00520330
2018-10-14,5280,511897.93678669,0.00225905
2018-10-15,4918,548516.58868139,0.01086120
2018-10-16,4833,518943.65234288,0.00702747
2018-10-17,5383,577898.51141895,0.01665147
2018-10-18,5211,565272.59165594,0.01179413
2018-10-19,4562,847545.12180901,0.00703928
2018-10-20,4954,567324.17207452,0.01512450
2018-10-21,5107,527477.30476014,0.01673992
2018-10-22,4934,532896.06561989,0.00896758
2018-10-23,6486,898048.10116935,0.01268069
2018-10-24,6581,1241738.47556311,0.07795269
2018-10-25,5764,716465.50342252,0.00508283
2018-10-26,5013,679295.23257890,0.01006345
2018-10-27,4701,526374.30098101,0.00877654
2018-10-28,5094,596817.89131684,0.01133497
2018-10-29,5152,743231.27325541,0.00299787
2018-10-30,5419,609152.60562466,0.01084852
2018-10-31,5079,567080.41503546,0.00683715
2018-11-01,4832,496214.98470617,0.00885810
2018-11-02,5337,545776.03890793,0.01327093
2018-11-03,5233,525228.36775351,0.00880432
2018-11-04,4511,457749.22540008,0.01111863
2018-11-05,5237,584356.66098224,0.01387984
